"RMSE","Rsquared","MAE","Model","Best_nrounds","Best_max_depth","Best_eta","Best_gamma","Best_colsample_bytree","Best_min_child_weight","Best_subsample"
1.4944053571815,0.940711704731194,0.580287284837833,"XGBoost",100,6,0.1,0,0.5,1,0.8
