"RMSE","Rsquared","MAE","Model","Best_nrounds","Best_max_depth","Best_eta","Best_gamma","Best_colsample_bytree","Best_min_child_weight","Best_subsample"
1.44154771481969,0.950716876573865,0.448589679059798,"XGBoost",50,6,0.1,0,0.8,1,0.8
