"","Age","grade","Sex","YearGroup","category","AvgDeathsPer100k","AvgDeathsPer100k_impute"
"358",56,"More Strict","Females","2015-2021","Firearm",0,1.35164552171383
"359",56,"More Strict","Males","2001-2014","Firearm",14.112693077939,13.3123134130074
"360",56,"More Strict","Males","2015-2021","Firearm",13.9526837974893,14.8680453613759
"361",57,"Less Strict","Females","2001-2014","Firearm",0,3.33612676944954
"362",57,"Less Strict","Females","2015-2021","Firearm",0,3.66845393742498
"363",57,"Less Strict","Males","2001-2014","Firearm",19.6484336231896,18.4599746322172
"364",57,"Less Strict","Males","2015-2021","Firearm",21.4102183451874,23.6519449013522
"365",57,"More Strict","Females","2001-2014","Firearm",0,2.06007821958532
"366",57,"More Strict","Females","2015-2021","Firearm",0,1.43134627128995
"367",57,"More Strict","Males","2001-2014","Firearm",14.003159172218,14.0536605669048
"368",57,"More Strict","Males","2015-2021","Firearm",15.2242441610546,14.7123682849835
"369",58,"Less Strict","Females","2001-2014","Firearm",0,3.21786402086736
"370",58,"Less Strict","Females","2015-2021","Firearm",1.43398741368761,3.61262862365418
"371",58,"Less Strict","Males","2001-2014","Firearm",20.464857857209,19.1502179513927
"372",58,"Less Strict","Males","2015-2021","Firearm",21.2738509892223,22.6549583307193
"373",58,"More Strict","Females","2001-2014","Firearm",0,2.06799751288832
"374",58,"More Strict","Females","2015-2021","Firearm",0,1.49671971863078
"375",58,"More Strict","Males","2001-2014","Firearm",14.2545266551219,15.1047293965072
"376",58,"More Strict","Males","2015-2021","Firearm",14.3716228896257,14.8133940230021
"377",59,"Less Strict","Females","2001-2014","Firearm",0,2.72563541654914
"378",59,"Less Strict","Females","2015-2021","Firearm",1.23314544843334,3.6608778683906
"379",59,"Less Strict","Males","2001-2014","Firearm",19.9108049750106,15.2944611762943
"380",59,"Less Strict","Males","2015-2021","Firearm",23.0298612956695,19.8270220737421
"381",59,"More Strict","Females","2001-2014","Firearm",0,2.13885917164332
"382",59,"More Strict","Females","2015-2021","Firearm",0,1.46955360472315
"383",59,"More Strict","Males","2001-2014","Firearm",15.4486483107342,11.6697941428242
"384",59,"More Strict","Males","2015-2021","Firearm",15.4786025337555,12.6780139644824
"385",60,"Less Strict","Females","2001-2014","Firearm",0,2.81634372988008
"386",60,"Less Strict","Females","2015-2021","Firearm",1.19829558793011,3.79446121470959
"387",60,"Less Strict","Males","2001-2014","Firearm",20.1228707880372,16.0348864169523
"388",60,"Less Strict","Males","2015-2021","Firearm",22.3664790023495,20.0110682889257
"389",60,"More Strict","Females","2001-2014","Firearm",0.259030266038212,2.14247600157384
"390",60,"More Strict","Females","2015-2021","Firearm",0,1.4133330701094
"391",60,"More Strict","Males","2001-2014","Firearm",14.8770159442518,12.2743301498033
"392",60,"More Strict","Males","2015-2021","Firearm",14.3052862123321,13.8732964625062
"393",61,"Less Strict","Females","2001-2014","Firearm",0.242451161850213,2.67206728846919
"394",61,"Less Strict","Females","2015-2021","Firearm",1.26884537487734,3.70608229025732
"395",61,"Less Strict","Males","2001-2014","Firearm",19.5211206871434,16.4958215832085
"396",61,"Less Strict","Males","2015-2021","Firearm",22.9433139905415,20.0232186338355
"397",61,"More Strict","Females","2001-2014","Firearm",0,2.34936307488475
"398",61,"More Strict","Females","2015-2021","Firearm",0,1.749506128999
"399",61,"More Strict","Males","2001-2014","Firearm",15.9140130118211,12.5864571514844
"400",61,"More Strict","Males","2015-2021","Firearm",15.3694094118179,14.1209610078087
"401",62,"Less Strict","Females","2001-2014","Firearm",0,2.66504171150419
"402",62,"Less Strict","Females","2015-2021","Firearm",0,3.76872181501643
"403",62,"Less Strict","Males","2001-2014","Firearm",17.4694673240627,17.1921331799852
"404",62,"Less Strict","Males","2015-2021","Firearm",21.7826095566249,20.2114811071948
"405",62,"More Strict","Females","2001-2014","Firearm",0,2.25084705705264
"406",62,"More Strict","Females","2015-2021","Firearm",0,2.05141109731347
"407",62,"More Strict","Males","2001-2014","Firearm",12.37847380379,13.3994576962925
"408",62,"More Strict","Males","2015-2021","Firearm",14.0182691230015,14.1940307940837
"409",63,"Less Strict","Females","2001-2014","Firearm",0,2.81201629701288
"410",63,"Less Strict","Females","2015-2021","Firearm",0,3.7596410660513
"411",63,"Less Strict","Males","2001-2014","Firearm",17.32734299658,17.6260194374725
"412",63,"Less Strict","Males","2015-2021","Firearm",20.9974517492557,21.7205832857176
"413",63,"More Strict","Females","2001-2014","Firearm",0,2.36501667336755
"414",63,"More Strict","Females","2015-2021","Firearm",0,2.19514820318858
"415",63,"More Strict","Males","2001-2014","Firearm",13.5555862062421,14.2524924046093
"416",63,"More Strict","Males","2015-2021","Firearm",13.1535551208475,15.312563245931
"417",64,"Less Strict","Females","2001-2014","Firearm",0,2.56986651467009
"418",64,"Less Strict","Females","2015-2021","Firearm",1.61235710485158,2.91503870385105
"419",64,"Less Strict","Males","2001-2014","Firearm",18.3887971202168,15.5494950288282
"420",64,"Less Strict","Males","2015-2021","Firearm",22.4896754163763,19.4664226635807
"421",64,"More Strict","Females","2001-2014","Firearm",0,1.97213886763938
"422",64,"More Strict","Females","2015-2021","Firearm",0.400125479350324,1.97383401042889
"423",64,"More Strict","Males","2001-2014","Firearm",14.3238389153091,12.2781972976594
"424",64,"More Strict","Males","2015-2021","Firearm",15.6122446601851,14.7708733837973
"425",65,"Less Strict","Females","2001-2014","Firearm",0,2.88078626498367
"426",65,"Less Strict","Females","2015-2021","Firearm",0.498470691917198,3.04938729979639
"427",65,"Less Strict","Males","2001-2014","Firearm",18.2817061060898,16.0879222361376
"428",65,"Less Strict","Males","2015-2021","Firearm",20.9427779379654,20.8553135842125
"429",65,"More Strict","Females","2001-2014","Firearm",0,1.8391578979974
"430",65,"More Strict","Females","2015-2021","Firearm",0,2.09305524270471
"431",65,"More Strict","Males","2001-2014","Firearm",12.3820704524331,13.3200028560321
"432",65,"More Strict","Males","2015-2021","Firearm",15.3231305478301,15.7213857750122
"433",66,"Less Strict","Females","2001-2014","Firearm",0,2.88872319372734
"434",66,"Less Strict","Females","2015-2021","Firearm",0,2.96290583946124
"435",66,"Less Strict","Males","2001-2014","Firearm",18.5222755723872,16.9839502551913
"436",66,"Less Strict","Males","2015-2021","Firearm",20.511626122019,21.3808005147631
"437",66,"More Strict","Females","2001-2014","Firearm",0,1.9570770683726
"438",66,"More Strict","Females","2015-2021","Firearm",0,1.85541921567418
"439",66,"More Strict","Males","2001-2014","Firearm",12.3118143481712,13.6941487945345
"440",66,"More Strict","Males","2015-2021","Firearm",13.7835584039774,16.8904993575412
"441",67,"Less Strict","Females","2001-2014","Firearm",0,2.84301359441007
"442",67,"Less Strict","Females","2015-2021","Firearm",0,3.20388919407687
"443",67,"Less Strict","Males","2001-2014","Firearm",17.6010468796579,19.1379101402127
"444",67,"Less Strict","Males","2015-2021","Firearm",22.574285599578,21.9717272282852
"445",67,"More Strict","Females","2001-2014","Firearm",0,2.29716803848012
"446",67,"More Strict","Females","2015-2021","Firearm",0,2.14616724513238
"447",67,"More Strict","Males","2001-2014","Firearm",13.0662397784796,14.8214345833872
"448",67,"More Strict","Males","2015-2021","Firearm",14.9991777236498,17.0755686927916
"449",68,"Less Strict","Females","2001-2014","Firearm",0,2.8655578122794
"450",68,"Less Strict","Females","2015-2021","Firearm",0.523557194173227,3.06479399550929
"451",68,"Less Strict","Males","2001-2014","Firearm",19.7406140767405,20.5552227954371
"452",68,"Less Strict","Males","2015-2021","Firearm",23.6818399346902,22.6717872702322
"453",68,"More Strict","Females","2001-2014","Firearm",0,2.39428037647803
"454",68,"More Strict","Females","2015-2021","Firearm",0,1.93893558200951
"455",68,"More Strict","Males","2001-2014","Firearm",13.5836723225704,16.4025830270423
"456",68,"More Strict","Males","2015-2021","Firearm",15.6583078849584,18.5149546416792
"457",69,"Less Strict","Females","2001-2014","Firearm",0,3.16073147353552
"458",69,"Less Strict","Females","2015-2021","Firearm",0,2.57279666918392
"459",69,"Less Strict","Males","2001-2014","Firearm",21.0096362633364,17.4146625646455
"460",69,"Less Strict","Males","2015-2021","Firearm",24.1136310754128,20.7247985879808
"461",69,"More Strict","Females","2001-2014","Firearm",0,2.28614347104858
"462",69,"More Strict","Females","2015-2021","Firearm",0,1.85567542381162
"463",69,"More Strict","Males","2001-2014","Firearm",13.8475662190047,13.9874885929072
"464",69,"More Strict","Males","2015-2021","Firearm",17.6913842958479,15.6410322678523
"465",70,"Less Strict","Females","2001-2014","Firearm",0,3.21477599391794
"466",70,"Less Strict","Females","2015-2021","Firearm",0,2.80142112487876
"467",70,"Less Strict","Males","2001-2014","Firearm",21.4042250861115,19.0148511150627
"468",70,"Less Strict","Males","2015-2021","Firearm",25.6049211333354,21.0629811435784
"469",70,"More Strict","Females","2001-2014","Firearm",0,2.28781220396583
"470",70,"More Strict","Females","2015-2021","Firearm",0,1.87907952435372
"471",70,"More Strict","Males","2001-2014","Firearm",15.0103548876763,14.1478341243016
"472",70,"More Strict","Males","2015-2021","Firearm",16.7246953865525,17.4251825111602
"473",71,"Less Strict","Females","2001-2014","Firearm",0,3.19387680114867
"474",71,"Less Strict","Females","2015-2021","Firearm",0,2.7831749633296
"475",71,"Less Strict","Males","2001-2014","Firearm",21.6469856248461,19.3663743429572
"476",71,"Less Strict","Males","2015-2021","Firearm",22.8686713253509,23.0338303811022
"477",71,"More Strict","Females","2001-2014","Firearm",0,2.22075503556204
"478",71,"More Strict","Females","2015-2021","Firearm",0,2.16022337495233
"479",71,"More Strict","Males","2001-2014","Firearm",13.9249463321811,15.1230489963084
"480",71,"More Strict","Males","2015-2021","Firearm",17.4121194135876,18.584909281699
"481",72,"Less Strict","Females","2001-2014","Firearm",0,3.23787321250352
"482",72,"Less Strict","Females","2015-2021","Firearm",0,2.92609024480328
"483",72,"Less Strict","Males","2001-2014","Firearm",20.3548579765785,20.8440281859247
"484",72,"Less Strict","Males","2015-2021","Firearm",24.7629337746984,23.1637303195894
"485",72,"More Strict","Females","2001-2014","Firearm",0,2.45930773735336
"486",72,"More Strict","Females","2015-2021","Firearm",0,1.94979102418344
"487",72,"More Strict","Males","2001-2014","Firearm",15.2141698692494,16.2862558642723
"488",72,"More Strict","Males","2015-2021","Firearm",19.2399967595795,18.7670440809945
"489",73,"Less Strict","Females","2001-2014","Firearm",0,3.23014613749064
"490",73,"Less Strict","Females","2015-2021","Firearm",0,2.90954946106192
"491",73,"Less Strict","Males","2001-2014","Firearm",22.5541503718883,22.1054130630238
"492",73,"Less Strict","Males","2015-2021","Firearm",25.9834001829803,25.3239273928169
"493",73,"More Strict","Females","2001-2014","Firearm",0,2.62574013049928
"494",73,"More Strict","Females","2015-2021","Firearm",0,2.32902257133408
"495",73,"More Strict","Males","2001-2014","Firearm",18.2831962961484,16.9618774069762
"496",73,"More Strict","Males","2015-2021","Firearm",20.4393778678416,21.2486987967868
"497",74,"Less Strict","Females","2001-2014","Firearm",0,3.34980685814697
"498",74,"Less Strict","Females","2015-2021","Firearm",0,3.10676878827782
"499",74,"Less Strict","Males","2001-2014","Firearm",23.875154645888,20.0375675096116
"500",74,"Less Strict","Males","2015-2021","Firearm",26.7712365616594,20.8067854163854
"501",74,"More Strict","Females","2001-2014","Firearm",0,2.53667289138009
"502",74,"More Strict","Females","2015-2021","Firearm",0,2.35187050396495
"503",74,"More Strict","Males","2001-2014","Firearm",17.968305828795,16.0529310442711
"504",74,"More Strict","Males","2015-2021","Firearm",20.9240071335227,17.3329180848145
"505",75,"Less Strict","Females","2001-2014","Firearm",0,3.49712393936764
"506",75,"Less Strict","Females","2015-2021","Firearm",0,2.89581769335835
"507",75,"Less Strict","Males","2001-2014","Firearm",25.6445975381186,21.5542960900112
"508",75,"Less Strict","Males","2015-2021","Firearm",30.4029147804471,23.1468601506772
"509",75,"More Strict","Females","2001-2014","Firearm",0,2.75315360205015
"510",75,"More Strict","Females","2015-2021","Firearm",0,2.82886963786255
"511",75,"More Strict","Males","2001-2014","Firearm",22.2271615914648,17.0349891579392
"512",75,"More Strict","Males","2015-2021","Firearm",24.8338855339588,19.7513687442028
"513",76,"Less Strict","Females","2001-2014","Firearm",0,3.50681080502638
"514",76,"Less Strict","Females","2015-2021","Firearm",0,3.29256588012755
"515",76,"Less Strict","Males","2001-2014","Firearm",22.9540738992944,23.3320528912252
"516",76,"Less Strict","Males","2015-2021","Firearm",30.9686094164599,25.6065306014561
"517",76,"More Strict","Females","2001-2014","Firearm",0,2.82110223382657
"518",76,"More Strict","Females","2015-2021","Firearm",0,2.58296277751948
"519",76,"More Strict","Males","2001-2014","Firearm",21.2626030370909,17.5867488609088
"520",76,"More Strict","Males","2015-2021","Firearm",22.2354707220022,20.2718682779048
"521",77,"Less Strict","Females","2001-2014","Firearm",0,3.30281828260789
"522",77,"Less Strict","Females","2015-2021","Firearm",0,3.29963978086331
"523",77,"Less Strict","Males","2001-2014","Firearm",27.9974720274211,25.0029636379977
"524",77,"Less Strict","Males","2015-2021","Firearm",31.6324140631144,26.6281151340646
"525",77,"More Strict","Females","2001-2014","Firearm",0,2.95210470594432
"526",77,"More Strict","Females","2015-2021","Firearm",0,2.73576187928603
"527",77,"More Strict","Males","2001-2014","Firearm",21.0033828063191,18.4308467245129
"528",77,"More Strict","Males","2015-2021","Firearm",22.2909526595893,23.4959809659291
"529",78,"Less Strict","Females","2001-2014","Firearm",0,3.45844019026742
"530",78,"Less Strict","Females","2015-2021","Firearm",0,3.42391950163845
"531",78,"Less Strict","Males","2001-2014","Firearm",28.3848263195412,25.9468495803673
"532",78,"Less Strict","Males","2015-2021","Firearm",34.7455810274342,28.4809772724432
"533",78,"More Strict","Females","2001-2014","Firearm",0,2.91449518784461
"534",78,"More Strict","Females","2015-2021","Firearm",0,2.35862100376403
"535",78,"More Strict","Males","2001-2014","Firearm",22.5071237169878,18.8812742045062
"536",78,"More Strict","Males","2015-2021","Firearm",24.845740587307,25.2569382392023
"537",79,"Less Strict","Females","2001-2014","Firearm",0,3.97137959108028
"538",79,"Less Strict","Females","2015-2021","Firearm",0,3.7455763739744
"539",79,"Less Strict","Males","2001-2014","Firearm",28.5447804541275,28.1853908133292
"540",79,"Less Strict","Males","2015-2021","Firearm",33.4677307891276,32.9055158300262
"541",79,"More Strict","Females","2001-2014","Firearm",0,2.65600386511801
"542",79,"More Strict","Females","2015-2021","Firearm",0,2.56044874818676
"543",79,"More Strict","Males","2001-2014","Firearm",24.1147016241206,20.7079137899139
"544",79,"More Strict","Males","2015-2021","Firearm",26.2820425678462,28.2981450974392
"545",80,"Less Strict","Females","2001-2014","Firearm",0,4.29287580314905
"546",80,"Less Strict","Females","2015-2021","Firearm",0,3.69480561885416
"547",80,"Less Strict","Males","2001-2014","Firearm",28.8947435916166,30.895283019641
"548",80,"Less Strict","Males","2015-2021","Firearm",29.4241652644545,35.8257773304873
"549",80,"More Strict","Females","2001-2014","Firearm",0,2.9263477294468
"550",80,"More Strict","Females","2015-2021","Firearm",0,3.68174569446139
"551",80,"More Strict","Males","2001-2014","Firearm",24.0818557327516,22.0590865550861
"552",80,"More Strict","Males","2015-2021","Firearm",26.3597597010293,31.3717583456777
"553",12,"Less Strict","Females","2001-2014","NonFirearm",0,1.57705117189358
"554",12,"Less Strict","Females","2015-2021","NonFirearm",0,1.84873161963078
"555",12,"Less Strict","Males","2001-2014","NonFirearm",0,1.642768262895
"556",12,"Less Strict","Males","2015-2021","NonFirearm",0,1.73026048060344
"557",12,"More Strict","Females","2001-2014","NonFirearm",0,1.09431526541092
"558",12,"More Strict","Females","2015-2021","NonFirearm",0,1.394583741812
"559",12,"More Strict","Males","2001-2014","NonFirearm",0,1.12457371627567
"560",12,"More Strict","Males","2015-2021","NonFirearm",0,1.3936406577527
"561",13,"Less Strict","Females","2001-2014","NonFirearm",0,1.9024322507427
"562",13,"Less Strict","Females","2015-2021","NonFirearm",0,2.14779734124908
"563",13,"Less Strict","Males","2001-2014","NonFirearm",0,1.76048085307387
"564",13,"Less Strict","Males","2015-2021","NonFirearm",0,1.90270593235258
"565",13,"More Strict","Females","2001-2014","NonFirearm",0,1.25802459090111
"566",13,"More Strict","Females","2015-2021","NonFirearm",0,1.50836271095323
"567",13,"More Strict","Males","2001-2014","NonFirearm",0,1.24248464691944
"568",13,"More Strict","Males","2015-2021","NonFirearm",0,1.44457291111597
"569",14,"Less Strict","Females","2001-2014","NonFirearm",0,2.14370052893375
"570",14,"Less Strict","Females","2015-2021","NonFirearm",0,2.96584184888095
"571",14,"Less Strict","Males","2001-2014","NonFirearm",0,3.04286690450922
"572",14,"Less Strict","Males","2015-2021","NonFirearm",0,3.75593998684937
"573",14,"More Strict","Females","2001-2014","NonFirearm",0,1.78507754509084
"574",14,"More Strict","Females","2015-2021","NonFirearm",1.42743834397292,2.28466328574898
"575",14,"More Strict","Males","2001-2014","NonFirearm",0,2.35049506474662
"576",14,"More Strict","Males","2015-2021","NonFirearm",0,2.84172190263615
"577",15,"Less Strict","Females","2001-2014","NonFirearm",0,2.21122423992177
"578",15,"Less Strict","Females","2015-2021","NonFirearm",1.37399044943671,2.78218396105247
"579",15,"Less Strict","Males","2001-2014","NonFirearm",0.51073475067334,3.38656360284496
"580",15,"Less Strict","Males","2015-2021","NonFirearm",1.89021624073794,4.58572186960885
"581",15,"More Strict","Females","2001-2014","NonFirearm",0,1.75701847369073
"582",15,"More Strict","Females","2015-2021","NonFirearm",0.803772175891657,2.41315388243553
"583",15,"More Strict","Males","2001-2014","NonFirearm",0,2.47319246958069
"584",15,"More Strict","Males","2015-2021","NonFirearm",4.09986667840949,4.01772538022877
"585",16,"Less Strict","Females","2001-2014","NonFirearm",0,2.24557741547941
"586",16,"Less Strict","Females","2015-2021","NonFirearm",1.11549251783394,3.03313693333375
"587",16,"Less Strict","Males","2001-2014","NonFirearm",2.60685402486412,4.46652885070509
"588",16,"Less Strict","Males","2015-2021","NonFirearm",4.50103319170992,6.10325931841362
"589",16,"More Strict","Females","2001-2014","NonFirearm",0,1.87908765918189
"590",16,"More Strict","Females","2015-2021","NonFirearm",1.35714506030042,2.378258751249
"591",16,"More Strict","Males","2001-2014","NonFirearm",2.90665138725784,4.15821525136575
"592",16,"More Strict","Males","2015-2021","NonFirearm",5.32080505443225,6.68812176994119
"593",17,"Less Strict","Females","2001-2014","NonFirearm",0,2.38311176491062
"594",17,"Less Strict","Females","2015-2021","NonFirearm",0.985395939478952,2.85223659229399
"595",17,"Less Strict","Males","2001-2014","NonFirearm",3.71337387941516,5.02001615822956
"596",17,"Less Strict","Males","2015-2021","NonFirearm",5.16210694542604,8.11843660217346
"597",17,"More Strict","Females","2001-2014","NonFirearm",0,1.85035924908025
"598",17,"More Strict","Females","2015-2021","NonFirearm",2.4110375369612,2.3684310967165
"599",17,"More Strict","Males","2001-2014","NonFirearm",4.53299289509465,5.02883119517106
"600",17,"More Strict","Males","2015-2021","NonFirearm",7.79860232628203,8.52058964986433
"601",18,"Less Strict","Females","2001-2014","NonFirearm",0,2.39230425216241
"602",18,"Less Strict","Females","2015-2021","NonFirearm",0.642658033627082,3.17671692877928
"603",18,"Less Strict","Males","2001-2014","NonFirearm",5.78065645045375,5.8642678048669
"604",18,"Less Strict","Males","2015-2021","NonFirearm",8.93728988587588,8.60699459187407
"605",18,"More Strict","Females","2001-2014","NonFirearm",0.619187552754076,1.83536886643803
"606",18,"More Strict","Females","2015-2021","NonFirearm",2.03582928192361,2.32118841968094
"607",18,"More Strict","Males","2001-2014","NonFirearm",7.32116665141424,6.10201232098869
"608",18,"More Strict","Males","2015-2021","NonFirearm",7.67411446581235,9.57276359067745
"609",19,"Less Strict","Females","2001-2014","NonFirearm",0,3.2012139767869
"610",19,"Less Strict","Females","2015-2021","NonFirearm",1.05374563765771,3.84360181903513
"611",19,"Less Strict","Males","2001-2014","NonFirearm",8.44878908778226,9.92901610214063
"612",19,"Less Strict","Males","2015-2021","NonFirearm",10.9441524097155,14.1044800332858
"613",19,"More Strict","Females","2001-2014","NonFirearm",0.998948848018633,2.61455020152794
"614",19,"More Strict","Females","2015-2021","NonFirearm",2.93864338658306,3.30006817800427
"615",19,"More Strict","Males","2001-2014","NonFirearm",8.12097263330659,10.7762127838321
"616",19,"More Strict","Males","2015-2021","NonFirearm",10.9022491370854,13.8086024140889
"617",20,"Less Strict","Females","2001-2014","NonFirearm",0,3.19017607500292
"618",20,"Less Strict","Females","2015-2021","NonFirearm",1.39026992392806,3.79390548390239
"619",20,"Less Strict","Males","2001-2014","NonFirearm",8.86270730569661,10.0528685427845
"620",20,"Less Strict","Males","2015-2021","NonFirearm",10.6081970383416,14.4502995075372
"621",20,"More Strict","Females","2001-2014","NonFirearm",1.78673863775285,2.61100892884301
"622",20,"More Strict","Females","2015-2021","NonFirearm",2.65138004331254,3.45951399956588
"623",20,"More Strict","Males","2001-2014","NonFirearm",9.56990287198126,11.0194375178645
"624",20,"More Strict","Males","2015-2021","NonFirearm",13.1303159543065,14.0391930653474
"625",21,"Less Strict","Females","2001-2014","NonFirearm",0,3.17691616461692
"626",21,"Less Strict","Females","2015-2021","NonFirearm",2.02847985719502,3.79317243836281
"627",21,"Less Strict","Males","2001-2014","NonFirearm",8.19640345341799,10.1433579385778
"628",21,"Less Strict","Males","2015-2021","NonFirearm",9.5797243905105,13.8767153996758
"629",21,"More Strict","Females","2001-2014","NonFirearm",1.37677388710517,2.66437321248143
"630",21,"More Strict","Females","2015-2021","NonFirearm",3.10854027922152,3.41796555417948
"631",21,"More Strict","Males","2001-2014","NonFirearm",10.2169921733057,11.2060699501977
"632",21,"More Strict","Males","2015-2021","NonFirearm",13.7434018945534,14.2658831404696
"633",22,"Less Strict","Females","2001-2014","NonFirearm",0.465338757890643,3.32632851782776
"634",22,"Less Strict","Females","2015-2021","NonFirearm",1.48133740293215,3.84174072734869
"635",22,"Less Strict","Males","2001-2014","NonFirearm",8.94793764498596,10.4781836078889
"636",22,"Less Strict","Males","2015-2021","NonFirearm",11.9991727944565,14.0094209888472
"637",22,"More Strict","Females","2001-2014","NonFirearm",1.67018771649414,2.69427721102841
"638",22,"More Strict","Females","2015-2021","NonFirearm",4.03261005704483,3.62311165103614
"639",22,"More Strict","Males","2001-2014","NonFirearm",10.9221220806244,11.0053486261768
"640",22,"More Strict","Males","2015-2021","NonFirearm",13.6260438305222,14.2199581119814
"641",23,"Less Strict","Females","2001-2014","NonFirearm",0.432526664239025,3.24202526521683
"642",23,"Less Strict","Females","2015-2021","NonFirearm",0,3.93838661944174
"643",23,"Less Strict","Males","2001-2014","NonFirearm",9.19156745850881,10.6694097637723
"644",23,"Less Strict","Males","2015-2021","NonFirearm",11.8079053623634,13.9619488142094
"645",23,"More Strict","Females","2001-2014","NonFirearm",1.7746744279095,2.68785851568665
"646",23,"More Strict","Females","2015-2021","NonFirearm",3.5629189213263,3.44481031124681
"647",23,"More Strict","Males","2001-2014","NonFirearm",10.7946902690454,11.6236775900839
"648",23,"More Strict","Males","2015-2021","NonFirearm",13.4871663216705,14.2844490916519
"649",24,"Less Strict","Females","2001-2014","NonFirearm",0,3.46255269927688
"650",24,"Less Strict","Females","2015-2021","NonFirearm",1.9670573377039,3.90768525843027
"651",24,"Less Strict","Males","2001-2014","NonFirearm",9.62699926054033,11.0983552322185
"652",24,"Less Strict","Males","2015-2021","NonFirearm",11.4730328541188,15.2258386298611
"653",24,"More Strict","Females","2001-2014","NonFirearm",1.37008865082499,2.7297333050561
"654",24,"More Strict","Females","2015-2021","NonFirearm",3.42540048640687,3.79303591921468
"655",24,"More Strict","Males","2001-2014","NonFirearm",10.8369543111037,10.9911066210451
"656",24,"More Strict","Males","2015-2021","NonFirearm",13.6143894639142,14.561495551249
"657",25,"Less Strict","Females","2001-2014","NonFirearm",0.280575151002039,3.6709552081089
"658",25,"Less Strict","Females","2015-2021","NonFirearm",0.967164756516272,4.10176641457761
"659",25,"Less Strict","Males","2001-2014","NonFirearm",9.48738847747527,11.2217941783861
"660",25,"Less Strict","Males","2015-2021","NonFirearm",13.2018618193236,15.344339651416
"661",25,"More Strict","Females","2001-2014","NonFirearm",1.89177372704648,2.78338200425886
"662",25,"More Strict","Females","2015-2021","NonFirearm",3.63262876922556,3.93657433981254
"663",25,"More Strict","Males","2001-2014","NonFirearm",10.2520510990068,11.230225891075
"664",25,"More Strict","Males","2015-2021","NonFirearm",14.7067616192446,14.9993592988909
"665",26,"Less Strict","Females","2001-2014","NonFirearm",0.66028989661083,3.68550230588914
"666",26,"Less Strict","Females","2015-2021","NonFirearm",1.36689360897502,4.06657489381585
"667",26,"Less Strict","Males","2001-2014","NonFirearm",10.2822540428281,11.3240921681693
"668",26,"Less Strict","Males","2015-2021","NonFirearm",13.0452637201696,15.291699660762
"669",26,"More Strict","Females","2001-2014","NonFirearm",1.87875359311625,2.88125446095763
"670",26,"More Strict","Females","2015-2021","NonFirearm",3.60994229679141,4.08443370798507
"671",26,"More Strict","Males","2001-2014","NonFirearm",10.7548242476186,11.2479891836286
"672",26,"More Strict","Males","2015-2021","NonFirearm",14.3122090373625,14.3846026744228
"673",27,"Less Strict","Females","2001-2014","NonFirearm",0.536037535492385,3.73158823996877
"674",27,"Less Strict","Females","2015-2021","NonFirearm",1.58411782109253,3.93788594767142
"675",27,"Less Strict","Males","2001-2014","NonFirearm",10.4914835847599,11.2038437365986
"676",27,"Less Strict","Males","2015-2021","NonFirearm",14.2461897715145,14.7500787663025
"677",27,"More Strict","Females","2001-2014","NonFirearm",1.98351943291179,2.73454087752209
"678",27,"More Strict","Females","2015-2021","NonFirearm",3.26753618090371,4.24539505551742
"679",27,"More Strict","Males","2001-2014","NonFirearm",10.6582399250886,11.3821260309618
"680",27,"More Strict","Males","2015-2021","NonFirearm",13.8949696510019,13.9970705914896
"681",28,"Less Strict","Females","2001-2014","NonFirearm",0.277509210530698,3.8187285364335
"682",28,"Less Strict","Females","2015-2021","NonFirearm",2.53352545133604,4.15574463019684
"683",28,"Less Strict","Males","2001-2014","NonFirearm",10.8445156147521,11.3073879036003
"684",28,"Less Strict","Males","2015-2021","NonFirearm",14.1342499117259,15.3646772749743
"685",28,"More Strict","Females","2001-2014","NonFirearm",1.28518779935237,2.86838324567455
"686",28,"More Strict","Females","2015-2021","NonFirearm",4.18124093463711,4.24414367393606
"687",28,"More Strict","Males","2001-2014","NonFirearm",10.6548604687487,11.1680552237782
"688",28,"More Strict","Males","2015-2021","NonFirearm",14.3328969972015,14.4908919143973
"689",29,"Less Strict","Females","2001-2014","NonFirearm",0.312425994092649,4.01941425278511
"690",29,"Less Strict","Females","2015-2021","NonFirearm",2.27094913953005,3.97562383516939
"691",29,"Less Strict","Males","2001-2014","NonFirearm",11.5570215447595,11.7929550197041
"692",29,"Less Strict","Males","2015-2021","NonFirearm",15.5089175121758,16.1656422899834
"693",29,"More Strict","Females","2001-2014","NonFirearm",1.49395125500693,2.67074811763618
"694",29,"More Strict","Females","2015-2021","NonFirearm",3.42478862003179,3.85682968257263
"695",29,"More Strict","Males","2001-2014","NonFirearm",10.9567464274424,11.5245800747694
"696",29,"More Strict","Males","2015-2021","NonFirearm",14.8789201528862,13.6818108320851
"697",30,"Less Strict","Females","2001-2014","NonFirearm",0.321933558708287,4.08682987996208
"698",30,"Less Strict","Females","2015-2021","NonFirearm",2.97007907398758,4.11240871240317
"699",30,"Less Strict","Males","2001-2014","NonFirearm",10.7193503950685,11.5797759103021
"700",30,"Less Strict","Males","2015-2021","NonFirearm",15.0043080551158,16.4173878834555
"701",30,"More Strict","Females","2001-2014","NonFirearm",1.89661613200719,2.64061285849564
"702",30,"More Strict","Females","2015-2021","NonFirearm",3.85760159682663,3.93866806648606
"703",30,"More Strict","Males","2001-2014","NonFirearm",10.7469961056662,11.4569686308199
"704",30,"More Strict","Males","2015-2021","NonFirearm",14.2035523747456,14.0386780169216
