"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2018","55 to 59","South Carolina","77","345,106","22.31","--","618"
"2018","55 to 59","South Dakota","17**","59,191","28.72**","--","140"
"2018","55 to 59","Tennessee","114","456,148","24.99","--","931"
"2018","55 to 59","Texas","339","1,707,712","19.85","--","2,704"
"2018","55 to 59","Utah","38","155,445","24.45","--","300"
"2018","55 to 59","Vermont","10**","48,477","20.63**","--","79"
"2018","55 to 59","Virginia","134","582,827","22.99","--","1,079"
"2018","55 to 59","Washington","118","491,334","24.02","--","943"
"2018","55 to 59","West Virginia","41","127,451","32.17","--","316"
"2018","55 to 59","Wisconsin","109","425,928","25.59","--","900"
"2018","55 to 59","Wyoming","10**","39,379","25.39**","--","83"
"2018","60 to 64","Alabama","63","318,376","19.79","--","208"
"2018","60 to 64","Alaska","16**","45,445","35.21**","--","38"
"2018","60 to 64","Arizona","102","423,070","24.11","--","318"
"2018","60 to 64","Arkansas","38","186,003","20.43","--","119"
"2018","60 to 64","California","391","2,253,633","17.35","--","1,195"
"2018","60 to 64","Colorado","71","343,576","20.67","--","202"
"2018","60 to 64","Connecticut","47","242,478","19.38","--","145"
"2018","60 to 64","Delaware","--","66,851","--","--","--"
"2018","60 to 64","District of Columbia","--","33,572","--","--","--"
"2018","60 to 64","Florida","349","1,377,367","25.34","--","1,053"
"2018","60 to 64","Georgia","105","603,076","17.41","--","324"
"2018","60 to 64","Hawaii","12**","90,172","13.31**","--","37"
"2018","60 to 64","Idaho","21","106,243","19.77","--","70"
"2018","60 to 64","Illinois","115","796,674","14.44","--","377"
"2018","60 to 64","Indiana","86","422,111","20.37","--","264"
"2018","60 to 64","Iowa","35","203,513","17.20","--","98"
"2018","60 to 64","Kansas","36","181,332","19.85","--","114"
"2018","60 to 64","Kentucky","58","289,154","20.06","--","195"
"2018","60 to 64","Louisiana","61","294,293","20.73","--","212"
"2018","60 to 64","Maine","19**","104,820","18.13**","--","68"
"2018","60 to 64","Maryland","60","380,362","15.77","--","202"
"2018","60 to 64","Massachusetts","67","446,328","15.01","--","210"
"2018","60 to 64","Michigan","111","686,432","16.17","--","355"
"2018","60 to 64","Minnesota","48","359,507","13.35","--","173"
"2018","60 to 64","Mississippi","40","187,107","21.38","--","117"
"2018","60 to 64","Missouri","84","399,079","21.05","--","253"
"2018","60 to 64","Montana","21","76,841","27.33","--","57"
"2018","60 to 64","Nebraska","25","117,443","21.29","--","82"
"2018","60 to 64","Nevada","50","181,812","27.50","--","147"
"2018","60 to 64","New Hampshire","22","101,599","21.65","--","82"
"2018","60 to 64","New Jersey","65","571,307","11.38","--","203"
"2018","60 to 64","New Mexico","39","134,730","28.95","--","117"
"2018","60 to 64","New York","138","1,235,223","11.17","--","457"
"2018","60 to 64","North Carolina","129","646,738","19.95","--","403"
"2018","60 to 64","North Dakota","13**","46,276","28.09**","--","41"
"2018","60 to 64","Ohio","162","789,493","20.52","--","534"
"2018","60 to 64","Oklahoma","65","238,359","27.27","--","214"
"2018","60 to 64","Oregon","57","274,596","20.76","--","180"
"2018","60 to 64","Pennsylvania","163","888,718","18.34","--","507"
"2018","60 to 64","Rhode Island","--","72,173","--","--","--"
"2018","60 to 64","South Carolina","63","333,676","18.88","--","205"
"2018","60 to 64","South Dakota","--","58,042","--","--","--"
"2018","60 to 64","Tennessee","80","429,339","18.63","--","214"
"2018","60 to 64","Texas","263","1,515,948","17.35","--","868"
"2018","60 to 64","Utah","33","144,790","22.79","--","102"
"2018","60 to 64","Vermont","14**","47,722","29.34**","--","43"
"2018","60 to 64","Virginia","108","523,093","20.65","--","340"
"2018","60 to 64","Washington","106","469,035","22.60","--","315"
"2018","60 to 64","West Virginia","30","130,457","23.00","--","91"
"2018","60 to 64","Wisconsin","74","394,865","18.74","--","240"
"2018","60 to 64","Wyoming","17**","40,336","42.15**","--","57"
"2018","65 to 69","Alabama","51","270,942","18.82","--","0"
"2018","65 to 69","Alaska","10**","35,062","28.52**","--","0"
"2018","65 to 69","Arizona","97","389,055","24.93","--","0"
"2018","65 to 69","Arkansas","26","162,247","16.03","--","0"
"2018","65 to 69","California","279","1,843,661","15.13","--","0"
"2018","65 to 69","Colorado","64","288,064","22.22","--","0"
"2018","65 to 69","Connecticut","35","190,498","18.37","--","0"
"2018","65 to 69","Delaware","--","59,625","--","--","--"
"2018","65 to 69","District of Columbia","--","28,212","--","--","--"
"2018","65 to 69","Florida","252","1,264,065","19.94","--","0"
"2018","65 to 69","Georgia","92","500,781","18.37","--","0"
"2018","65 to 69","Hawaii","14**","82,703","16.93**","--","0"
"2018","65 to 69","Idaho","23","94,443","24.35","--","0"
"2018","65 to 69","Illinois","62","648,701","9.56","--","0"
"2018","65 to 69","Indiana","49","350,324","13.99","--","0"
"2018","65 to 69","Iowa","32","172,543","18.55","--","0"
"2018","65 to 69","Kansas","24","150,089","15.99","--","0"
"2018","65 to 69","Kentucky","52","245,021","21.22","--","0"
"2018","65 to 69","Louisiana","37","243,149","15.22","--","0"
"2018","65 to 69","Maine","18**","91,798","19.61**","--","0"
"2018","65 to 69","Maryland","43","307,229","14.00","--","0"
"2018","65 to 69","Massachusetts","40","366,711","10.91","--","0"
"2018","65 to 69","Michigan","91","572,015","15.91","--","0"
"2018","65 to 69","Minnesota","28","294,669","9.50","--","0"
"2018","65 to 69","Mississippi","32","157,441","20.33","--","0"
"2018","65 to 69","Missouri","73","332,303","21.97","--","0"
"2018","65 to 69","Montana","15**","68,595","21.87**","--","0"
"2018","65 to 69","Nebraska","20**","98,984","20.21**","--","0"
"2018","65 to 69","Nevada","37","160,303","23.08","--","0"
"2018","65 to 69","New Hampshire","20**","82,671","24.19**","--","0"
"2018","65 to 69","New Jersey","37","452,375","8.18","--","0"
"2018","65 to 69","New Mexico","37","121,421","30.47","--","0"
"2018","65 to 69","New York","97","1,019,842","9.51","--","0"
"2018","65 to 69","North Carolina","89","560,535","15.88","--","0"
"2018","65 to 69","North Dakota","--","37,295","--","--","--"
"2018","65 to 69","Ohio","100","654,281","15.28","--","0"
"2018","65 to 69","Oklahoma","43","199,530","21.55","--","0"
"2018","65 to 69","Oregon","68","252,652","26.91","--","0"
"2018","65 to 69","Pennsylvania","119","739,052","16.10","--","0"
"2018","65 to 69","Rhode Island","--","57,869","--","--","--"
"2018","65 to 69","South Carolina","53","302,753","17.51","--","0"
"2018","65 to 69","South Dakota","--","50,128","--","--","--"
"2018","65 to 69","Tennessee","69","366,224","18.84","--","0"
"2018","65 to 69","Texas","199","1,222,188","16.28","--","0"
"2018","65 to 69","Utah","25","119,302","20.96","--","0"
"2018","65 to 69","Vermont","13**","41,360","31.43**","--","0"
"2018","65 to 69","Virginia","58","433,122","13.39","--","0"
"2018","65 to 69","Washington","79","400,250","19.74","--","0"
"2018","65 to 69","West Virginia","20**","119,593","16.72**","--","0"
"2018","65 to 69","Wisconsin","46","328,986","13.98","--","0"
"2018","65 to 69","Wyoming","--","33,637","--","--","--"
"2018","70 to 74","Alabama","39","216,619","18.00","--","0"
"2018","70 to 74","Alaska","--","23,475","--","--","--"
"2018","70 to 74","Arizona","89","336,679","26.44","--","0"
"2018","70 to 74","Arkansas","26","132,921","19.56","--","0"
"2018","70 to 74","California","212","1,426,370","14.86","--","0"
"2018","70 to 74","Colorado","50","212,570","23.52","--","0"
"2018","70 to 74","Connecticut","16**","153,418","10.43**","--","0"
"2018","70 to 74","Delaware","--","48,806","--","--","--"
"2018","70 to 74","District of Columbia","--","21,225","--","--","--"
"2018","70 to 74","Florida","222","1,119,271","19.83","--","0"
"2018","70 to 74","Georgia","77","394,456","19.52","--","0"
"2018","70 to 74","Hawaii","--","66,333","--","--","--"
"2018","70 to 74","Idaho","22","73,554","29.91","--","0"
"2018","70 to 74","Illinois","53","491,917","10.77","--","0"
"2018","70 to 74","Indiana","40","264,169","15.14","--","0"
"2018","70 to 74","Iowa","15**","127,708","11.75**","--","0"
"2018","70 to 74","Kansas","21","112,307","18.70","--","0"
"2018","70 to 74","Kentucky","42","189,602","22.15","--","0"
"2018","70 to 74","Louisiana","38","185,045","20.54","--","0"
"2018","70 to 74","Maine","17**","71,684","23.72**","--","0"
"2018","70 to 74","Maryland","32","238,450","13.42","--","0"
"2018","70 to 74","Massachusetts","29","285,635","10.15","--","0"
"2018","70 to 74","Michigan","73","432,123","16.89","--","0"
"2018","70 to 74","Minnesota","21","215,799","9.73","--","0"
"2018","70 to 74","Mississippi","24","122,505","19.59","--","0"
"2018","70 to 74","Missouri","53","259,237","20.45","--","0"
"2018","70 to 74","Montana","11**","50,669","21.71**","--","0"
"2018","70 to 74","Nebraska","12**","72,638","16.52**","--","0"
"2018","70 to 74","Nevada","44","132,974","33.09","--","0"
"2018","70 to 74","New Hampshire","--","63,929","--","--","--"
"2018","70 to 74","New Jersey","30","359,464","8.35","--","0"
"2018","70 to 74","New Mexico","34","95,813","35.49","--","0"
"2018","70 to 74","New York","74","794,555","9.31","--","0"
"2018","70 to 74","North Carolina","65","450,301","14.44","--","0"
"2018","70 to 74","North Dakota","--","26,933","--","--","--"
"2018","70 to 74","Ohio","74","494,239","14.97","--","0"
"2018","70 to 74","Oklahoma","26","159,108","16.34","--","0"
"2018","70 to 74","Oregon","41","194,307","21.10","--","0"
"2018","70 to 74","Pennsylvania","82","572,196","14.33","--","0"
"2018","70 to 74","Rhode Island","--","44,975","--","--","--"
"2018","70 to 74","South Carolina","38","247,909","15.33","--","0"
"2018","70 to 74","South Dakota","--","34,632","--","--","--"
"2018","70 to 74","Tennessee","57","294,248","19.37","--","0"
"2018","70 to 74","Texas","133","935,971","14.21","--","0"
"2018","70 to 74","Utah","21","89,918","23.36","--","0"
"2018","70 to 74","Vermont","--","31,564","--","--","--"
"2018","70 to 74","Virginia","60","346,130","17.34","--","0"
"2018","70 to 74","Washington","65","306,589","21.20","--","0"
"2018","70 to 74","West Virginia","18**","93,046","19.35**","--","0"
"2018","70 to 74","Wisconsin","29","241,924","11.99","--","0"
"2018","70 to 74","Wyoming","--","24,797","--","--","--"
"2018","75 to 79","Alabama","29","150,538","19.26","--","0"
"2018","75 to 79","Alaska","--","13,921","--","--","--"
"2018","75 to 79","Arizona","65","239,337","27.16","--","0"
"2018","75 to 79","Arkansas","22","94,449","23.29","--","0"
"2018","75 to 79","California","179","974,384","18.37","--","0"
"2018","75 to 79","Colorado","31","134,177","23.10","--","0"
"2018","75 to 79","Connecticut","13**","107,581","12.08**","--","0"
"2018","75 to 79","Delaware","--","32,934","--","--","--"
"2018","75 to 79","District of Columbia","--","14,698","--","--","--"
"2018","75 to 79","Florida","200","831,591","24.05","--","0"
"2018","75 to 79","Georgia","49","260,214","18.83","--","0"
"2018","75 to 79","Hawaii","--","42,404","--","--","--"
"2018","75 to 79","Idaho","16**","49,909","32.06**","--","0"
"2018","75 to 79","Illinois","45","347,640","12.94","--","0"
"2018","75 to 79","Indiana","32","184,744","17.32","--","0"
"2018","75 to 79","Iowa","14**","92,197","15.19**","--","0"
"2018","75 to 79","Kansas","12**","77,784","15.43**","--","0"
"2018","75 to 79","Kentucky","32","130,071","24.60","--","0"
"2018","75 to 79","Louisiana","21","126,469","16.61","--","0"
"2018","75 to 79","Maine","--","47,728","--","--","--"
"2018","75 to 79","Maryland","21","162,880","12.89","--","0"
"2018","75 to 79","Massachusetts","26","193,244","13.45","--","0"
"2018","75 to 79","Michigan","56","301,337","18.58","--","0"
"2018","75 to 79","Minnesota","21","152,608","13.76","--","0"
"2018","75 to 79","Mississippi","20**","85,015","23.53**","--","0"
"2018","75 to 79","Missouri","48","185,134","25.93","--","0"
"2018","75 to 79","Montana","--","34,342","--","--","--"
"2018","75 to 79","Nebraska","--","50,779","--","--","--"
"2018","75 to 79","Nevada","23","88,379","26.02","--","0"
"2018","75 to 79","New Hampshire","13**","41,217","31.54**","--","0"
"2018","75 to 79","New Jersey","24","254,250","9.44","--","0"
"2018","75 to 79","New Mexico","15**","64,840","23.13**","--","0"
"2018","75 to 79","New York","56","561,507","9.97","--","0"
"2018","75 to 79","North Carolina","60","300,382","19.98","--","0"
"2018","75 to 79","North Dakota","--","18,844","--","--","--"
"2018","75 to 79","Ohio","63","348,628","18.07","--","0"
"2018","75 to 79","Oklahoma","30","112,539","26.66","--","0"
"2018","75 to 79","Oregon","38","127,220","29.87","--","0"
"2018","75 to 79","Pennsylvania","79","407,048","19.41","--","0"
"2018","75 to 79","Rhode Island","--","30,794","--","--","--"
"2018","75 to 79","South Carolina","28","163,321","17.14","--","0"
"2018","75 to 79","South Dakota","--","23,469","--","--","--"
"2018","75 to 79","Tennessee","41","200,671","20.43","--","0"
"2018","75 to 79","Texas","126","625,015","20.16","--","0"
"2018","75 to 79","Utah","15**","61,766","24.29**","--","0"
"2018","75 to 79","Vermont","--","20,581","--","--","--"
"2018","75 to 79","Virginia","54","235,343","22.95","--","0"
"2018","75 to 79","Washington","32","197,542","16.20","--","0"
"2018","75 to 79","West Virginia","18**","64,137","28.07**","--","0"
"2018","75 to 79","Wisconsin","30","168,351","17.82","--","0"
"2018","75 to 79","Wyoming","--","16,226","--","--","--"
"2017","10 to 14","Alabama","16**","308,152","5.19**","--","832"
"2017","10 to 14","Alaska","--","49,640","--","--","--"
"2017","10 to 14","Arizona","16**","468,617","3.41**","--","830"
"2017","10 to 14","Arkansas","--","199,645","--","--","--"
"2017","10 to 14","California","39","2,539,886","1.54","--","2,024"
"2017","10 to 14","Colorado","23","364,583","6.31","--","1,194"
"2017","10 to 14","Connecticut","--","220,092","--","--","--"
"2017","10 to 14","Delaware","0**","57,495","0.00**","--","--"
"2017","10 to 14","District of Columbia","--","27,619","--","--","--"
"2017","10 to 14","Florida","17**","1,181,978","1.44**","--","883"
"2017","10 to 14","Georgia","19**","722,119","2.63**","--","985"
"2017","10 to 14","Hawaii","--","81,154","--","--","--"
"2017","10 to 14","Idaho","--","128,279","--","--","--"
"2017","10 to 14","Illinois","21","827,272","2.54","--","1,099"
"2017","10 to 14","Indiana","--","447,140","--","--","--"
"2017","10 to 14","Iowa","--","206,995","--","--","--"
"2017","10 to 14","Kansas","--","200,505","--","--","--"
"2017","10 to 14","Kentucky","11**","284,559","3.87**","--","569"
"2017","10 to 14","Louisiana","--","306,291","--","--","--"
"2017","10 to 14","Maine","--","73,615","--","--","--"
"2017","10 to 14","Maryland","--","375,985","--","--","--"
"2017","10 to 14","Massachusetts","--","391,108","--","--","--"
"2017","10 to 14","Michigan","18**","623,791","2.89**","--","936"
"2017","10 to 14","Minnesota","--","367,723","--","--","--"
"2017","10 to 14","Mississippi","--","205,613","--","--","--"
"2017","10 to 14","Missouri","12**","390,911","3.07**","--","629"
"2017","10 to 14","Montana","--","64,552","--","--","--"
"2017","10 to 14","Nebraska","--","132,859","--","--","--"
"2017","10 to 14","Nevada","--","192,735","--","--","--"
"2017","10 to 14","New Hampshire","0**","77,241","0.00**","--","--"
"2017","10 to 14","New Jersey","--","560,653","--","--","--"
"2017","10 to 14","New Mexico","--","140,277","--","--","--"
"2017","10 to 14","New York","18**","1,128,874","1.60**","--","933"
"2017","10 to 14","North Carolina","20**","658,753","3.04**","--","1,043"
"2017","10 to 14","North Dakota","--","46,686","--","--","--"
"2017","10 to 14","Ohio","25","739,515","3.38","--","1,288"
"2017","10 to 14","Oklahoma","--","268,074","--","--","--"
"2017","10 to 14","Oregon","10**","246,410","4.06**","--","516"
"2017","10 to 14","Pennsylvania","14**","755,667","1.85**","--","726"
"2017","10 to 14","Rhode Island","--","59,495","--","--","--"
"2017","10 to 14","South Carolina","10**","314,311","3.18**","--","522"
"2017","10 to 14","South Dakota","--","59,514","--","--","--"
"2017","10 to 14","Tennessee","12**","426,061","2.82**","--","618"
"2017","10 to 14","Texas","53","2,069,627","2.56","--","2,744"
"2017","10 to 14","Utah","11**","263,107","4.18**","--","572"
"2017","10 to 14","Vermont","0**","34,146","0.00**","--","--"
"2017","10 to 14","Virginia","--","526,519","--","--","--"
"2017","10 to 14","Washington","--","454,820","--","--","--"
"2017","10 to 14","West Virginia","--","104,757","--","--","--"
"2017","10 to 14","Wisconsin","12**","369,196","3.25**","--","620"
"2017","10 to 14","Wyoming","0**","38,840","0.00**","--","--"
"2017","15 to 19","Alabama","22","318,535","6.91","--","1,046"
"2017","15 to 19","Alaska","18**","46,625","38.61**","--","857"
"2017","15 to 19","Arizona","62","469,917","13.19","--","2,964"
"2017","15 to 19","Arkansas","42","198,187","21.19","--","1,999"
"2017","15 to 19","California","187","2,555,320","7.32","--","8,892"
"2017","15 to 19","Colorado","76","357,008","21.29","--","3,650"
"2017","15 to 19","Connecticut","24","244,098","9.83","--","1,136"
"2017","15 to 19","Delaware","--","60,230","--","--","--"
"2017","15 to 19","District of Columbia","--","36,903","--","--","--"
"2017","15 to 19","Florida","109","1,206,149","9.04","--","5,197"
"2017","15 to 19","Georgia","73","723,042","10.10","--","3,474"
"2017","15 to 19","Hawaii","--","76,631","--","--","--"
"2017","15 to 19","Idaho","28","121,954","22.96","--","1,342"
"2017","15 to 19","Illinois","92","835,421","11.01","--","4,402"
"2017","15 to 19","Indiana","63","456,781","13.79","--","2,979"
"2017","15 to 19","Iowa","33","213,902","15.43","--","1,568"
"2017","15 to 19","Kansas","38","200,395","18.96","--","1,823"
"2017","15 to 19","Kentucky","34","287,510","11.83","--","1,617"
"2017","15 to 19","Louisiana","41","299,038","13.71","--","1,945"
"2017","15 to 19","Maine","--","78,769","--","--","--"
"2017","15 to 19","Maryland","26","383,029","6.79","--","1,245"
"2017","15 to 19","Massachusetts","31","455,637","6.80","--","1,481"
"2017","15 to 19","Michigan","95","661,892","14.35","--","4,511"
"2017","15 to 19","Minnesota","56","356,488","15.71","--","2,673"
"2017","15 to 19","Mississippi","22","207,332","10.61","--","1,047"
"2017","15 to 19","Missouri","63","392,858","16.04","--","3,018"
"2017","15 to 19","Montana","13**","63,762","20.39**","--","615"
"2017","15 to 19","Nebraska","25","130,110","19.22","--","1,177"
"2017","15 to 19","Nevada","32","179,050","17.87","--","1,516"
"2017","15 to 19","New Hampshire","13**","85,977","15.12**","--","614"
"2017","15 to 19","New Jersey","37","559,465","6.61","--","1,766"
"2017","15 to 19","New Mexico","41","139,375","29.42","--","1,963"
"2017","15 to 19","New York","79","1,201,826","6.57","--","3,777"
"2017","15 to 19","North Carolina","59","681,074","8.66","--","2,797"
"2017","15 to 19","North Dakota","13**","47,316","27.48**","--","617"
"2017","15 to 19","Ohio","97","767,843","12.63","--","4,635"
"2017","15 to 19","Oklahoma","51","263,323","19.37","--","2,415"
"2017","15 to 19","Oregon","39","246,880","15.80","--","1,866"
"2017","15 to 19","Pennsylvania","83","814,340","10.19","--","3,963"
"2017","15 to 19","Rhode Island","--","71,970","--","--","--"
"2017","15 to 19","South Carolina","41","322,479","12.71","--","1,940"
"2017","15 to 19","South Dakota","13**","57,283","22.69**","--","623"
"2017","15 to 19","Tennessee","63","425,105","14.82","--","3,016"
"2017","15 to 19","Texas","260","2,009,005","12.94","--","12,422"
"2017","15 to 19","Utah","52","242,948","21.40","--","2,492"
"2017","15 to 19","Vermont","--","42,079","--","--","--"
"2017","15 to 19","Virginia","58","541,101","10.72","--","2,768"
"2017","15 to 19","Washington","77","445,505","17.28","--","3,684"
"2017","15 to 19","West Virginia","10**","108,090","9.25**","--","476"
"2017","15 to 19","Wisconsin","53","379,702","13.96","--","2,535"
"2017","15 to 19","Wyoming","13**","36,327","35.79**","--","631"
"2017","20 to 24","Alabama","71","329,296","21.56","--","3,059"
"2017","20 to 24","Alaska","27","54,612","49.44","--","1,177"
"2017","20 to 24","Arizona","101","487,691","20.71","--","4,342"
"2017","20 to 24","Arkansas","48","202,708","23.68","--","2,063"
"2017","20 to 24","California","335","2,750,235","12.18","--","14,408"
"2017","20 to 24","Colorado","93","378,723","24.56","--","3,992"
"2017","20 to 24","Connecticut","28","246,242","11.37","--","1,194"
"2017","20 to 24","Delaware","--","58,930","--","--","--"
"2017","20 to 24","District of Columbia","--","53,704","--","--","--"
"2017","20 to 24","Florida","184","1,272,701","14.46","--","7,908"
"2017","20 to 24","Georgia","121","717,998","16.85","--","5,169"
"2017","20 to 24","Hawaii","26","93,555","27.79","--","1,112"
"2017","20 to 24","Idaho","28","113,897","24.58","--","1,192"
"2017","20 to 24","Illinois","122","862,251","14.15","--","5,229"
"2017","20 to 24","Indiana","93","474,644","19.59","--","3,981"
"2017","20 to 24","Iowa","39","228,887","17.04","--","1,668"
"2017","20 to 24","Kansas","55","215,285","25.55","--","2,374"
"2017","20 to 24","Kentucky","47","303,687","15.48","--","2,026"
"2017","20 to 24","Louisiana","51","316,506","16.11","--","2,181"
"2017","20 to 24","Maine","13**","76,260","17.05**","--","555"
"2017","20 to 24","Maryland","51","383,075","13.31","--","2,191"
"2017","20 to 24","Massachusetts","49","494,672","9.91","--","2,101"
"2017","20 to 24","Michigan","99","705,635","14.03","--","4,241"
"2017","20 to 24","Minnesota","58","362,550","16.00","--","2,482"
"2017","20 to 24","Mississippi","33","210,496","15.68","--","1,429"
"2017","20 to 24","Missouri","107","413,885","25.85","--","4,590"
"2017","20 to 24","Montana","30","73,467","40.84","--","1,273"
"2017","20 to 24","Nebraska","23","137,571","16.72","--","990"
"2017","20 to 24","Nevada","45","181,163","24.84","--","1,927"
"2017","20 to 24","New Hampshire","29","91,215","31.79","--","1,249"
"2017","20 to 24","New Jersey","63","557,826","11.29","--","2,702"
"2017","20 to 24","New Mexico","51","144,139","35.38","--","2,203"
"2017","20 to 24","New York","121","1,328,467","9.11","--","5,195"
"2017","20 to 24","North Carolina","121","699,588","17.30","--","5,164"
"2017","20 to 24","North Dakota","18**","65,239","27.59**","--","776"
"2017","20 to 24","Ohio","146","766,511","19.05","--","6,274"
"2017","20 to 24","Oklahoma","80","275,456","29.04","--","3,458"
"2017","20 to 24","Oregon","58","265,725","21.83","--","2,488"
"2017","20 to 24","Pennsylvania","171","827,352","20.67","--","7,372"
"2017","20 to 24","Rhode Island","12**","78,109","15.36**","--","517"
"2017","20 to 24","South Carolina","57","334,918","17.02","--","2,441"
"2017","20 to 24","South Dakota","23","60,448","38.05","--","986"
"2017","20 to 24","Tennessee","67","447,146","14.98","--","2,889"
"2017","20 to 24","Texas","349","1,994,251","17.50","--","14,977"
"2017","20 to 24","Utah","72","255,008","28.23","--","3,074"
"2017","20 to 24","Vermont","--","46,666","--","--","--"
"2017","20 to 24","Virginia","105","584,221","17.97","--","4,495"
"2017","20 to 24","Washington","122","483,842","25.22","--","5,237"
"2017","20 to 24","West Virginia","22","115,028","19.13","--","934"
"2017","20 to 24","Wisconsin","61","401,342","15.20","--","2,631"
"2017","20 to 24","Wyoming","14**","38,788","36.09**","--","595"
"2017","25 to 29","Alabama","61","338,904","18.00","--","2,340"
"2017","25 to 29","Alaska","27","62,914","42.92","--","1,021"
"2017","25 to 29","Arizona","131","505,393","25.92","--","4,959"
"2017","25 to 29","Arkansas","60","206,031","29.12","--","2,269"
"2017","25 to 29","California","371","3,122,056","11.88","--","14,110"
"2017","25 to 29","Colorado","119","442,914","26.87","--","4,512"
"2017","25 to 29","Connecticut","19**","220,515","8.62**","--","728"
"2017","25 to 29","Delaware","--","67,559","--","--","--"
"2017","25 to 29","District of Columbia","--","84,224","--","--","--"
"2017","25 to 29","Florida","212","1,427,048","14.86","--","8,050"
"2017","25 to 29","Georgia","125","754,281","16.57","--","4,774"
"2017","25 to 29","Hawaii","28","105,630","26.51","--","1,063"
"2017","25 to 29","Idaho","36","116,307","30.95","--","1,367"
"2017","25 to 29","Illinois","129","904,088","14.27","--","4,930"
"2017","25 to 29","Indiana","106","451,829","23.46","--","4,027"
"2017","25 to 29","Iowa","37","200,970","18.41","--","1,395"
"2017","25 to 29","Kansas","59","194,199","30.38","--","2,265"
"2017","25 to 29","Kentucky","61","307,008","19.87","--","2,329"
"2017","25 to 29","Louisiana","68","348,193","19.53","--","2,590"
"2017","25 to 29","Maine","22","80,118","27.46","--","833"
"2017","25 to 29","Maryland","57","418,263","13.63","--","2,169"
"2017","25 to 29","Massachusetts","71","502,570","14.13","--","2,712"
"2017","25 to 29","Michigan","114","679,919","16.77","--","4,355"
"2017","25 to 29","Minnesota","69","371,188","18.59","--","2,632"
"2017","25 to 29","Mississippi","35","208,151","16.82","--","1,324"
"2017","25 to 29","Missouri","90","421,932","21.33","--","3,424"
"2017","25 to 29","Montana","31","70,024","44.27","--","1,186"
"2017","25 to 29","Nebraska","22","126,662","17.37","--","831"
"2017","25 to 29","Nevada","54","223,311","24.18","--","2,059"
"2017","25 to 29","New Hampshire","25","84,493","29.59","--","956"
"2017","25 to 29","New Jersey","59","572,292","10.31","--","2,250"
"2017","25 to 29","New Mexico","50","145,283","34.42","--","1,887"
"2017","25 to 29","New York","144","1,492,674","9.65","--","5,477"
"2017","25 to 29","North Carolina","140","716,579","19.54","--","5,339"
"2017","25 to 29","North Dakota","17**","60,970","27.88**","--","652"
"2017","25 to 29","Ohio","156","798,801","19.53","--","5,950"
"2017","25 to 29","Oklahoma","71","281,246","25.25","--","2,714"
"2017","25 to 29","Oregon","58","299,319","19.38","--","2,204"
"2017","25 to 29","Pennsylvania","144","871,107","16.53","--","5,476"
"2017","25 to 29","Rhode Island","12**","76,370","15.71**","--","458"
"2017","25 to 29","South Carolina","81","351,489","23.05","--","3,093"
"2017","25 to 29","South Dakota","24","58,118","41.30","--","926"
"2017","25 to 29","Tennessee","87","484,327","17.96","--","3,323"
"2017","25 to 29","Texas","372","2,128,684","17.48","--","14,174"
"2017","25 to 29","Utah","65","240,678","27.01","--","2,459"
"2017","25 to 29","Vermont","12**","37,079","32.36**","--","455"
"2017","25 to 29","Virginia","104","600,855","17.31","--","3,961"
"2017","25 to 29","Washington","94","577,839","16.27","--","3,577"
"2017","25 to 29","West Virginia","24","113,906","21.07","--","915"
"2017","25 to 29","Wisconsin","87","366,844","23.72","--","3,297"
"2017","25 to 29","Wyoming","13**","39,641","32.79**","--","497"
"2017","30 to 34","Alabama","63","302,483","20.83","--","2,091"
"2017","30 to 34","Alaska","27","57,888","46.64","--","896"
"2017","30 to 34","Arizona","114","460,496","24.76","--","3,768"
"2017","30 to 34","Arkansas","46","190,265","24.18","--","1,521"
"2017","30 to 34","California","344","2,882,778","11.93","--","11,359"
"2017","30 to 34","Colorado","109","432,973","25.18","--","3,601"
"2017","30 to 34","Connecticut","30","220,692","13.59","--","990"
"2017","30 to 34","Delaware","--","60,670","--","--","--"
"2017","30 to 34","District of Columbia","--","79,729","--","--","--"
"2017","30 to 34","Florida","224","1,325,256","16.90","--","7,381"
"2017","30 to 34","Georgia","134","697,301","19.22","--","4,421"
"2017","30 to 34","Hawaii","21","100,505","20.89","--","691"
"2017","30 to 34","Idaho","34","111,095","30.60","--","1,114"
"2017","30 to 34","Illinois","123","873,238","14.09","--","4,067"
"2017","30 to 34","Indiana","99","417,344","23.72","--","3,262"
"2017","30 to 34","Iowa","47","195,877","24.00","--","1,558"
"2017","30 to 34","Kansas","45","190,805","23.58","--","1,496"
"2017","30 to 34","Kentucky","64","275,680","23.22","--","2,127"
"2017","30 to 34","Louisiana","74","327,448","22.60","--","2,449"
"2017","30 to 34","Maine","17**","78,344","21.70**","--","563"
"2017","30 to 34","Maryland","64","414,517","15.44","--","2,096"
"2017","30 to 34","Massachusetts","57","475,976","11.98","--","1,861"
"2017","30 to 34","Michigan","115","595,948","19.30","--","3,792"
"2017","30 to 34","Minnesota","64","385,015","16.62","--","2,106"
"2017","30 to 34","Mississippi","35","186,885","18.73","--","1,139"
"2017","30 to 34","Missouri","104","399,257","26.05","--","3,413"
"2017","30 to 34","Montana","25","66,112","37.82","--","842"
"2017","30 to 34","Nebraska","20**","128,835","15.52**","--","661"
