"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2012","55 to 59","Arkansas","56","191,426","29.25","--","460"
"2012","55 to 59","California","445","2,347,663","18.96","--","3,612"
"2012","55 to 59","Colorado","94","347,861","27.02","--","769"
"2012","55 to 59","Connecticut","34","257,883","13.18","--","272"
"2012","55 to 59","Delaware","11**","62,142","17.70**","--","102"
"2012","55 to 59","District of Columbia","--","35,916","--","--","--"
"2012","55 to 59","Florida","334","1,276,344","26.17","--","2,664"
"2012","55 to 59","Georgia","113","611,775","18.47","--","930"
"2012","55 to 59","Hawaii","24","94,922","25.28","--","188"
"2012","55 to 59","Idaho","28","101,576","27.57","--","231"
"2012","55 to 59","Illinois","137","850,656","16.11","--","1,139"
"2012","55 to 59","Indiana","89","440,007","20.23","--","747"
"2012","55 to 59","Iowa","32","211,623","15.12","--","265"
"2012","55 to 59","Kansas","46","191,263","24.05","--","376"
"2012","55 to 59","Kentucky","65","300,026","21.67","--","515"
"2012","55 to 59","Louisiana","46","308,267","14.92","--","385"
"2012","55 to 59","Maine","20**","106,239","18.83**","--","168"
"2012","55 to 59","Maryland","64","401,669","15.93","--","502"
"2012","55 to 59","Massachusetts","62","459,217","13.50","--","510"
"2012","55 to 59","Michigan","111","714,623","15.53","--","894"
"2012","55 to 59","Minnesota","72","369,167","19.50","--","592"
"2012","55 to 59","Mississippi","32","195,029","16.41","--","255"
"2012","55 to 59","Missouri","84","410,684","20.45","--","666"
"2012","55 to 59","Montana","26","77,788","33.42","--","211"
"2012","55 to 59","Nebraska","25","122,189","20.46","--","201"
"2012","55 to 59","Nevada","67","173,401","38.64","--","529"
"2012","55 to 59","New Hampshire","19**","102,920","18.46**","--","163"
"2012","55 to 59","New Jersey","76","604,620","12.57","--","608"
"2012","55 to 59","New Mexico","40","140,499","28.47","--","316"
"2012","55 to 59","New York","180","1,300,612","13.84","--","1,436"
"2012","55 to 59","North Carolina","124","635,613","19.51","--","1,014"
"2012","55 to 59","North Dakota","--","48,324","--","--","--"
"2012","55 to 59","Ohio","168","824,172","20.38","--","1,365"
"2012","55 to 59","Oklahoma","65","247,946","26.22","--","521"
"2012","55 to 59","Oregon","61","277,492","21.98","--","470"
"2012","55 to 59","Pennsylvania","181","923,778","19.59","--","1,467"
"2012","55 to 59","Rhode Island","10**","75,231","13.29**","--","81"
"2012","55 to 59","South Carolina","61","317,110","19.24","--","505"
"2012","55 to 59","South Dakota","13**","57,337","22.67**","--","103"
"2012","55 to 59","Tennessee","100","436,178","22.93","--","825"
"2012","55 to 59","Texas","266","1,537,391","17.30","--","2,163"
"2012","55 to 59","Utah","38","143,156","26.54","--","306"
"2012","55 to 59","Vermont","--","50,143","--","--","--"
"2012","55 to 59","Virginia","96","545,027","17.61","--","788"
"2012","55 to 59","Washington","108","475,276","22.72","--","861"
"2012","55 to 59","West Virginia","46","139,924","32.88","--","371"
"2012","55 to 59","Wisconsin","70","404,809","17.29","--","575"
"2012","55 to 59","Wyoming","13**","43,113","30.15**","--","102"
"2012","60 to 64","Alabama","57","287,645","19.82","--","172"
"2012","60 to 64","Alaska","--","40,206","--","--","--"
"2012","60 to 64","Arizona","87","366,549","23.74","--","277"
"2012","60 to 64","Arkansas","34","172,152","19.75","--","102"
"2012","60 to 64","California","298","1,952,229","15.27","--","949"
"2012","60 to 64","Colorado","91","293,905","30.96","--","285"
"2012","60 to 64","Connecticut","27","209,772","12.87","--","90"
"2012","60 to 64","Delaware","--","55,560","--","--","--"
"2012","60 to 64","District of Columbia","--","31,693","--","--","--"
"2012","60 to 64","Florida","242","1,175,686","20.58","--","754"
"2012","60 to 64","Georgia","83","523,442","15.86","--","271"
"2012","60 to 64","Hawaii","14**","87,095","16.07**","--","36"
"2012","60 to 64","Idaho","16**","90,192","17.74**","--","50"
"2012","60 to 64","Illinois","77","709,461","10.85","--","256"
"2012","60 to 64","Indiana","61","372,964","16.36","--","186"
"2012","60 to 64","Iowa","19**","182,277","10.42**","--","63"
"2012","60 to 64","Kansas","24","160,080","14.99","--","79"
"2012","60 to 64","Kentucky","46","263,740","17.44","--","144"
"2012","60 to 64","Louisiana","38","259,220","14.66","--","118"
"2012","60 to 64","Maine","18**","94,947","18.96**","--","62"
"2012","60 to 64","Maryland","41","335,668","12.21","--","147"
"2012","60 to 64","Massachusetts","43","390,791","11.00","--","132"
"2012","60 to 64","Michigan","91","608,747","14.95","--","300"
"2012","60 to 64","Minnesota","43","307,521","13.98","--","141"
"2012","60 to 64","Mississippi","26","168,478","15.43","--","82"
"2012","60 to 64","Missouri","59","352,349","16.75","--","190"
"2012","60 to 64","Montana","22","68,791","31.98","--","68"
"2012","60 to 64","Nebraska","14**","104,526","13.39**","--","46"
"2012","60 to 64","Nevada","49","156,963","31.22","--","143"
"2012","60 to 64","New Hampshire","16**","86,662","18.46**","--","44"
"2012","60 to 64","New Jersey","42","497,167","8.45","--","131"
"2012","60 to 64","New Mexico","28","126,814","22.08","--","70"
"2012","60 to 64","New York","120","1,115,115","10.76","--","368"
"2012","60 to 64","North Carolina","97","564,882","17.17","--","304"
"2012","60 to 64","North Dakota","--","39,569","--","--","--"
"2012","60 to 64","Ohio","96","705,954","13.60","--","296"
"2012","60 to 64","Oklahoma","40","212,857","18.79","--","119"
"2012","60 to 64","Oregon","53","254,013","20.87","--","167"
"2012","60 to 64","Pennsylvania","110","787,058","13.98","--","357"
"2012","60 to 64","Rhode Island","--","62,065","--","--","--"
"2012","60 to 64","South Carolina","59","293,314","20.12","--","178"
"2012","60 to 64","South Dakota","--","49,137","--","--","--"
"2012","60 to 64","Tennessee","68","385,671","17.63","--","217"
"2012","60 to 64","Texas","202","1,263,512","15.99","--","655"
"2012","60 to 64","Utah","30","117,793","25.47","--","98"
"2012","60 to 64","Vermont","--","44,121","--","--","--"
"2012","60 to 64","Virginia","75","462,334","16.22","--","242"
"2012","60 to 64","Washington","76","409,629","18.55","--","259"
"2012","60 to 64","West Virginia","12**","131,471","9.13**","--","34"
"2012","60 to 64","Wisconsin","45","342,093","13.15","--","159"
"2012","60 to 64","Wyoming","12**","35,744","33.57**","--","34"
"2012","65 to 69","Alabama","46","231,438","19.88","--","0"
"2012","65 to 69","Alaska","--","25,886","--","--","--"
"2012","65 to 69","Arizona","63","319,094","19.74","--","0"
"2012","65 to 69","Arkansas","15**","144,121","10.41**","--","0"
"2012","65 to 69","California","201","1,489,265","13.50","--","0"
"2012","65 to 69","Colorado","55","215,908","25.47","--","0"
"2012","65 to 69","Connecticut","20**","168,901","11.84**","--","0"
"2012","65 to 69","Delaware","--","47,333","--","--","--"
"2012","65 to 69","District of Columbia","--","23,615","--","--","--"
"2012","65 to 69","Florida","193","1,065,722","18.11","--","0"
"2012","65 to 69","Georgia","60","408,258","14.70","--","0"
"2012","65 to 69","Hawaii","10**","68,138","14.68**","--","0"
"2012","65 to 69","Idaho","14**","71,865","19.48**","--","0"
"2012","65 to 69","Illinois","55","538,183","10.22","--","0"
"2012","65 to 69","Indiana","37","285,848","12.94","--","0"
"2012","65 to 69","Iowa","11**","136,586","8.05**","--","0"
"2012","65 to 69","Kansas","21","120,295","17.46","--","0"
"2012","65 to 69","Kentucky","37","205,000","18.05","--","0"
"2012","65 to 69","Louisiana","27","198,412","13.61","--","0"
"2012","65 to 69","Maine","13**","74,066","17.55**","--","0"
"2012","65 to 69","Maryland","30","256,569","11.69","--","0"
"2012","65 to 69","Massachusetts","22","303,095","7.26","--","0"
"2012","65 to 69","Michigan","54","465,536","11.60","--","0"
"2012","65 to 69","Minnesota","31","227,022","13.66","--","0"
"2012","65 to 69","Mississippi","16**","132,806","12.05**","--","0"
"2012","65 to 69","Missouri","43","279,933","15.36","--","0"
"2012","65 to 69","Montana","11**","52,139","21.10**","--","0"
"2012","65 to 69","Nebraska","10**","76,641","13.05**","--","0"
"2012","65 to 69","Nevada","29","131,546","22.05","--","0"
"2012","65 to 69","New Hampshire","10**","66,244","15.10**","--","0"
"2012","65 to 69","New Jersey","26","394,033","6.60","--","0"
"2012","65 to 69","New Mexico","20**","98,918","20.22**","--","0"
"2012","65 to 69","New York","84","862,743","9.74","--","0"
"2012","65 to 69","North Carolina","74","459,067","16.12","--","0"
"2012","65 to 69","North Dakota","--","28,982","--","--","--"
"2012","65 to 69","Ohio","75","530,737","14.13","--","0"
"2012","65 to 69","Oklahoma","35","173,310","20.20","--","0"
"2012","65 to 69","Oregon","38","196,053","19.38","--","0"
"2012","65 to 69","Pennsylvania","79","613,211","12.88","--","0"
"2012","65 to 69","Rhode Island","--","48,732","--","--","--"
"2012","65 to 69","South Carolina","42","245,510","17.11","--","0"
"2012","65 to 69","South Dakota","--","35,707","--","--","--"
"2012","65 to 69","Tennessee","66","312,154","21.14","--","0"
"2012","65 to 69","Texas","129","969,396","13.31","--","0"
"2012","65 to 69","Utah","23","89,910","25.58","--","0"
"2012","65 to 69","Vermont","--","33,481","--","--","--"
"2012","65 to 69","Virginia","42","363,456","11.56","--","0"
"2012","65 to 69","Washington","43","313,954","13.70","--","0"
"2012","65 to 69","West Virginia","10**","100,864","9.91**","--","0"
"2012","65 to 69","Wisconsin","26","254,442","10.22","--","0"
"2012","65 to 69","Wyoming","--","25,993","--","--","--"
"2012","70 to 74","Alabama","29","169,809","17.08","--","0"
"2012","70 to 74","Alaska","--","15,428","--","--","--"
"2012","70 to 74","Arizona","38","239,238","15.88","--","0"
"2012","70 to 74","Arkansas","19**","108,034","17.59**","--","0"
"2012","70 to 74","California","144","1,049,766","13.72","--","0"
"2012","70 to 74","Colorado","23","142,288","16.16","--","0"
"2012","70 to 74","Connecticut","13**","114,760","11.33**","--","0"
"2012","70 to 74","Delaware","--","34,079","--","--","--"
"2012","70 to 74","District of Columbia","--","16,577","--","--","--"
"2012","70 to 74","Florida","137","831,744","16.47","--","0"
"2012","70 to 74","Georgia","47","278,560","16.87","--","0"
"2012","70 to 74","Hawaii","--","45,743","--","--","--"
"2012","70 to 74","Idaho","--","51,536","--","--","--"
"2012","70 to 74","Illinois","34","389,415","8.73","--","0"
"2012","70 to 74","Indiana","30","207,315","14.47","--","0"
"2012","70 to 74","Iowa","--","103,333","--","--","--"
"2012","70 to 74","Kansas","15**","86,710","17.30**","--","0"
"2012","70 to 74","Kentucky","26","149,747","17.36","--","0"
"2012","70 to 74","Louisiana","20**","143,247","13.96**","--","0"
"2012","70 to 74","Maine","--","51,230","--","--","--"
"2012","70 to 74","Maryland","21","176,139","11.92","--","0"
"2012","70 to 74","Massachusetts","12**","206,719","5.81**","--","0"
"2012","70 to 74","Michigan","28","331,884","8.44","--","0"
"2012","70 to 74","Minnesota","13**","163,949","7.93**","--","0"
"2012","70 to 74","Mississippi","11**","98,551","11.16**","--","0"
"2012","70 to 74","Missouri","34","207,088","16.42","--","0"
"2012","70 to 74","Montana","--","37,145","--","--","--"
"2012","70 to 74","Nebraska","--","56,125","--","--","--"
"2012","70 to 74","Nevada","24","92,303","26.00","--","0"
"2012","70 to 74","New Hampshire","--","43,619","--","--","--"
"2012","70 to 74","New Jersey","24","278,298","8.62","--","0"
"2012","70 to 74","New Mexico","14**","71,043","19.71**","--","0"
"2012","70 to 74","New York","67","622,227","10.77","--","0"
"2012","70 to 74","North Carolina","50","321,210","15.57","--","0"
"2012","70 to 74","North Dakota","--","21,024","--","--","--"
"2012","70 to 74","Ohio","51","392,733","12.99","--","0"
"2012","70 to 74","Oklahoma","17**","128,440","13.24**","--","0"
"2012","70 to 74","Oregon","28","133,898","20.91","--","0"
"2012","70 to 74","Pennsylvania","56","449,113","12.47","--","0"
"2012","70 to 74","Rhode Island","--","33,291","--","--","--"
"2012","70 to 74","South Carolina","32","171,619","18.65","--","0"
"2012","70 to 74","South Dakota","--","26,129","--","--","--"
"2012","70 to 74","Tennessee","39","223,197","17.47","--","0"
"2012","70 to 74","Texas","111","675,584","16.43","--","0"
"2012","70 to 74","Utah","13**","64,107","20.28**","--","0"
"2012","70 to 74","Vermont","--","22,306","--","--","--"
"2012","70 to 74","Virginia","36","252,208","14.27","--","0"
"2012","70 to 74","Washington","37","207,990","17.79","--","0"
"2012","70 to 74","West Virginia","15**","75,091","19.98**","--","0"
"2012","70 to 74","Wisconsin","18**","183,642","9.80**","--","0"
"2012","70 to 74","Wyoming","--","17,914","--","--","--"
"2012","75 to 79","Alabama","20**","126,478","15.81**","--","0"
"2012","75 to 79","Alaska","--","9,576","--","--","--"
"2012","75 to 79","Arizona","33","172,794","19.10","--","0"
"2012","75 to 79","Arkansas","12**","79,707","15.06**","--","0"
"2012","75 to 79","California","145","791,543","18.32","--","0"
"2012","75 to 79","Colorado","15**","101,348","14.80**","--","0"
"2012","75 to 79","Connecticut","12**","88,203","13.61**","--","0"
"2012","75 to 79","Delaware","--","24,474","--","--","--"
"2012","75 to 79","District of Columbia","--","12,114","--","--","--"
"2012","75 to 79","Florida","122","640,642","19.04","--","0"
"2012","75 to 79","Georgia","40","194,370","20.58","--","0"
"2012","75 to 79","Hawaii","--","34,152","--","--","--"
"2012","75 to 79","Idaho","--","36,273","--","--","--"
"2012","75 to 79","Illinois","32","293,369","10.91","--","0"
"2012","75 to 79","Indiana","24","153,698","15.62","--","0"
"2012","75 to 79","Iowa","13**","83,339","15.60**","--","0"
"2012","75 to 79","Kansas","10**","68,743","14.55**","--","0"
"2012","75 to 79","Kentucky","19**","107,798","17.63**","--","0"
"2012","75 to 79","Louisiana","10**","105,176","9.51**","--","0"
"2012","75 to 79","Maine","11**","39,180","28.08**","--","0"
"2012","75 to 79","Maryland","16**","127,450","12.55**","--","0"
"2012","75 to 79","Massachusetts","--","161,308","--","--","--"
"2012","75 to 79","Michigan","39","245,669","15.88","--","0"
"2012","75 to 79","Minnesota","18**","124,627","14.44**","--","0"
"2012","75 to 79","Mississippi","18**","72,378","24.87**","--","0"
"2012","75 to 79","Missouri","22","156,718","14.04","--","0"
"2012","75 to 79","Montana","--","26,760","--","--","--"
"2012","75 to 79","Nebraska","12**","45,810","26.20**","--","0"
"2012","75 to 79","Nevada","11**","62,375","17.64**","--","0"
"2012","75 to 79","New Hampshire","--","32,413","--","--","--"
"2012","75 to 79","New Jersey","12**","214,272","5.60**","--","0"
"2012","75 to 79","New Mexico","17**","52,200","32.57**","--","0"
"2012","75 to 79","New York","50","479,149","10.44","--","0"
"2012","75 to 79","North Carolina","42","235,736","17.82","--","0"
"2012","75 to 79","North Dakota","--","17,988","--","--","--"
"2012","75 to 79","Ohio","46","298,969","15.39","--","0"
"2012","75 to 79","Oklahoma","16**","96,856","16.52**","--","0"
"2012","75 to 79","Oregon","26","94,659","27.47","--","0"
"2012","75 to 79","Pennsylvania","54","354,372","15.24","--","0"
"2012","75 to 79","Rhode Island","--","26,109","--","--","--"
"2012","75 to 79","South Carolina","24","120,658","19.89","--","0"
"2012","75 to 79","South Dakota","--","21,447","--","--","--"
"2012","75 to 79","Tennessee","36","160,853","22.38","--","0"
"2012","75 to 79","Texas","81","498,628","16.25","--","0"
"2012","75 to 79","Utah","10**","48,200","20.75**","--","0"
"2012","75 to 79","Vermont","--","16,137","--","--","--"
"2012","75 to 79","Virginia","36","181,400","19.85","--","0"
"2012","75 to 79","Washington","29","147,456","19.67","--","0"
"2012","75 to 79","West Virginia","--","55,860","--","--","--"
"2012","75 to 79","Wisconsin","15**","142,256","10.54**","--","0"
"2012","75 to 79","Wyoming","--","12,836","--","--","--"
"2011","10 to 14","Alabama","--","321,595","--","--","--"
"2011","10 to 14","Alaska","0**","50,871","0.00**","--","--"
"2011","10 to 14","Arizona","12**","451,232","2.66**","--","624"
"2011","10 to 14","Arkansas","--","199,430","--","--","--"
"2011","10 to 14","California","27","2,562,537","1.05","--","1,394"
"2011","10 to 14","Colorado","10**","339,734","2.94**","--","520"
"2011","10 to 14","Connecticut","--","237,806","--","--","--"
"2011","10 to 14","Delaware","--","57,148","--","--","--"
"2011","10 to 14","District of Columbia","0**","24,799","0.00**","--","--"
"2011","10 to 14","Florida","14**","1,135,761","1.23**","--","728"
"2011","10 to 14","Georgia","--","699,457","--","--","--"
"2011","10 to 14","Hawaii","--","81,718","--","--","--"
"2011","10 to 14","Idaho","0**","118,761","0.00**","--","--"
"2011","10 to 14","Illinois","--","872,280","--","--","--"
"2011","10 to 14","Indiana","--","453,288","--","--","--"
"2011","10 to 14","Iowa","--","202,054","--","--","--"
"2011","10 to 14","Kansas","--","200,304","--","--","--"
"2011","10 to 14","Kentucky","--","286,225","--","--","--"
"2011","10 to 14","Louisiana","--","310,322","--","--","--"
"2011","10 to 14","Maine","--","77,977","--","--","--"
"2011","10 to 14","Maryland","--","379,108","--","--","--"
"2011","10 to 14","Massachusetts","--","402,870","--","--","--"
"2011","10 to 14","Michigan","10**","668,073","1.50**","--","518"
"2011","10 to 14","Minnesota","12**","353,650","3.39**","--","623"
"2011","10 to 14","Mississippi","--","208,995","--","--","--"
"2011","10 to 14","Missouri","--","396,870","--","--","--"
"2011","10 to 14","Montana","0**","61,383","0.00**","--","--"
"2011","10 to 14","Nebraska","--","124,296","--","--","--"
"2011","10 to 14","Nevada","--","182,225","--","--","--"
"2011","10 to 14","New Hampshire","--","82,755","--","--","--"
"2011","10 to 14","New Jersey","--","583,230","--","--","--"
"2011","10 to 14","New Mexico","--","142,791","--","--","--"
"2011","10 to 14","New York","12**","1,198,236","1.00**","--","619"
"2011","10 to 14","North Carolina","11**","642,712","1.71**","--","577"
"2011","10 to 14","North Dakota","0**","39,967","0.00**","--","--"
"2011","10 to 14","Ohio","--","771,528","--","--","--"
"2011","10 to 14","Oklahoma","--","257,822","--","--","--"
"2011","10 to 14","Oregon","--","242,636","--","--","--"
"2011","10 to 14","Pennsylvania","--","785,027","--","--","--"
"2011","10 to 14","Rhode Island","--","62,884","--","--","--"
"2011","10 to 14","South Carolina","--","300,642","--","--","--"
"2011","10 to 14","South Dakota","--","54,133","--","--","--"
"2011","10 to 14","Tennessee","--","421,815","--","--","--"
"2011","10 to 14","Texas","27","1,919,782","1.41","--","1,402"
"2011","10 to 14","Utah","--","234,955","--","--","--"
"2011","10 to 14","Vermont","0**","37,060","0.00**","--","--"
"2011","10 to 14","Virginia","--","516,153","--","--","--"
"2011","10 to 14","Washington","--","439,892","--","--","--"
"2011","10 to 14","West Virginia","--","108,790","--","--","--"
"2011","10 to 14","Wisconsin","--","375,302","--","--","--"
"2011","10 to 14","Wyoming","--","36,145","--","--","--"
"2011","15 to 19","Alabama","29","329,897","8.79","--","1,369"
"2011","15 to 19","Alaska","--","50,794","--","--","--"
"2011","15 to 19","Arizona","52","453,956","11.46","--","2,473"
"2011","15 to 19","Arkansas","22","200,052","11.00","--","1,041"
"2011","15 to 19","California","164","2,745,491","5.97","--","7,765"
"2011","15 to 19","Colorado","44","340,286","12.93","--","2,093"
"2011","15 to 19","Connecticut","16**","256,968","6.23**","--","764"
"2011","15 to 19","Delaware","--","62,598","--","--","--"
"2011","15 to 19","District of Columbia","--","39,171","--","--","--"
"2011","15 to 19","Florida","83","1,193,712","6.95","--","3,945"
"2011","15 to 19","Georgia","40","702,033","5.70","--","1,892"
"2011","15 to 19","Hawaii","--","83,429","--","--","--"
"2011","15 to 19","Idaho","27","114,304","23.62","--","1,287"
"2011","15 to 19","Illinois","69","908,093","7.60","--","3,292"
"2011","15 to 19","Indiana","45","468,321","9.61","--","2,136"
"2011","15 to 19","Iowa","26","216,627","12.00","--","1,239"
"2011","15 to 19","Kansas","24","203,269","11.81","--","1,135"
"2011","15 to 19","Kentucky","25","291,087","8.59","--","1,185"
"2011","15 to 19","Louisiana","30","312,811","9.59","--","1,426"
"2011","15 to 19","Maine","10**","86,535","11.56**","--","469"
"2011","15 to 19","Maryland","22","402,537","5.47","--","1,042"
"2011","15 to 19","Massachusetts","27","467,630","5.77","--","1,289"
"2011","15 to 19","Michigan","62","716,638","8.65","--","2,960"
"2011","15 to 19","Minnesota","31","367,414","8.44","--","1,478"
"2011","15 to 19","Mississippi","12**","216,789","5.54**","--","566"
"2011","15 to 19","Missouri","37","413,196","8.96","--","1,774"
"2011","15 to 19","Montana","12**","66,162","18.14**","--","568"
"2011","15 to 19","Nebraska","10**","129,382","7.73**","--","478"
"2011","15 to 19","Nevada","25","176,311","14.18","--","1,198"
"2011","15 to 19","New Hampshire","--","94,083","--","--","--"
"2011","15 to 19","New Jersey","33","595,388","5.54","--","1,581"
"2011","15 to 19","New Mexico","25","146,773","17.03","--","1,199"
"2011","15 to 19","New York","84","1,331,794","6.31","--","3,988"
"2011","15 to 19","North Carolina","46","654,799","7.03","--","2,162"
"2011","15 to 19","North Dakota","10**","47,549","21.03**","--","481"
"2011","15 to 19","Ohio","85","805,963","10.55","--","4,062"
"2011","15 to 19","Oklahoma","33","259,093","12.74","--","1,565"
"2011","15 to 19","Oregon","18**","249,725","7.21**","--","861"
"2011","15 to 19","Pennsylvania","69","885,929","7.79","--","3,281"
"2011","15 to 19","Rhode Island","--","78,021","--","--","--"
"2011","15 to 19","South Carolina","32","318,637","10.04","--","1,523"
"2011","15 to 19","South Dakota","--","57,794","--","--","--"
"2011","15 to 19","Tennessee","32","427,530","7.49","--","1,513"
"2011","15 to 19","Texas","154","1,883,621","8.18","--","7,343"
"2011","15 to 19","Utah","24","218,140","11.00","--","1,151"
"2011","15 to 19","Vermont","--","46,235","--","--","--"
"2011","15 to 19","Virginia","45","545,517","8.25","--","2,146"
"2011","15 to 19","Washington","50","449,725","11.12","--","2,382"
"2011","15 to 19","West Virginia","12**","116,387","10.31**","--","569"
"2011","15 to 19","Wisconsin","45","396,642","11.35","--","2,140"
"2011","15 to 19","Wyoming","--","36,905","--","--","--"
"2011","20 to 24","Alabama","50","346,685","14.42","--","2,146"
"2011","20 to 24","Alaska","29","56,375","51.44","--","1,242"
"2011","20 to 24","Arizona","92","464,416","19.81","--","3,950"
"2011","20 to 24","Arkansas","38","208,123","18.26","--","1,638"
"2011","20 to 24","California","275","2,859,559","9.62","--","11,831"
"2011","20 to 24","Colorado","68","355,965","19.10","--","2,928"
"2011","20 to 24","Connecticut","26","229,608","11.32","--","1,117"
"2011","20 to 24","Delaware","10**","64,957","15.40**","--","428"
"2011","20 to 24","District of Columbia","--","60,884","--","--","--"
"2011","20 to 24","Florida","158","1,282,202","12.32","--","6,779"
"2011","20 to 24","Georgia","85","701,639","12.11","--","3,671"
"2011","20 to 24","Hawaii","27","99,339","27.18","--","1,163"
"2011","20 to 24","Idaho","23","110,337","20.85","--","985"
"2011","20 to 24","Illinois","107","887,529","12.06","--","4,603"
"2011","20 to 24","Indiana","47","464,982","10.11","--","2,021"
"2011","20 to 24","Iowa","27","218,886","12.34","--","1,158"
"2011","20 to 24","Kansas","44","206,848","21.27","--","1,904"
"2011","20 to 24","Kentucky","50","302,892","16.51","--","2,144"
"2011","20 to 24","Louisiana","45","348,061","12.93","--","1,923"
"2011","20 to 24","Maine","15**","80,164","18.71**","--","645"
"2011","20 to 24","Maryland","42","399,764","10.51","--","1,806"
"2011","20 to 24","Massachusetts","40","481,148","8.31","--","1,719"
"2011","20 to 24","Michigan","97","699,292","13.87","--","4,166"
"2011","20 to 24","Minnesota","58","354,292","16.37","--","2,508"
"2011","20 to 24","Mississippi","28","219,258","12.77","--","1,194"
"2011","20 to 24","Missouri","80","421,109","19.00","--","3,447"
"2011","20 to 24","Montana","16**","69,159","23.14**","--","686"
"2011","20 to 24","Nebraska","16**","129,280","12.38**","--","694"
"2011","20 to 24","Nevada","34","182,081","18.67","--","1,460"
"2011","20 to 24","New Hampshire","19**","85,829","22.14**","--","814"
"2011","20 to 24","New Jersey","50","547,511","9.13","--","2,123"
"2011","20 to 24","New Mexico","35","147,818","23.68","--","1,517"
"2011","20 to 24","New York","134","1,432,074","9.36","--","5,756"
"2011","20 to 24","North Carolina","92","684,414","13.44","--","3,944"
"2011","20 to 24","North Dakota","--","61,204","--","--","--"
"2011","20 to 24","Ohio","117","781,046","14.98","--","5,045"
"2011","20 to 24","Oklahoma","56","277,546","20.18","--","2,415"
"2011","20 to 24","Oregon","48","261,878","18.33","--","2,063"
"2011","20 to 24","Pennsylvania","129","888,619","14.52","--","5,554"
"2011","20 to 24","Rhode Island","--","84,133","--","--","--"
"2011","20 to 24","South Carolina","46","343,208","13.40","--","1,988"
"2011","20 to 24","South Dakota","17**","58,288","29.17**","--","738"
"2011","20 to 24","Tennessee","58","441,970","13.12","--","2,473"
"2011","20 to 24","Texas","245","1,872,833","13.08","--","10,522"
"2011","20 to 24","Utah","48","234,812","20.44","--","2,061"
"2011","20 to 24","Vermont","11**","44,205","24.88**","--","479"
"2011","20 to 24","Virginia","92","580,667","15.84","--","3,952"
"2011","20 to 24","Washington","73","480,963","15.18","--","3,134"
"2011","20 to 24","West Virginia","25","122,653","20.38","--","1,080"
"2011","20 to 24","Wisconsin","71","387,451","18.33","--","3,044"
"2011","20 to 24","Wyoming","--","40,913","--","--","--"
"2011","25 to 29","Alabama","57","310,132","18.38","--","2,182"
"2011","25 to 29","Alaska","21","57,854","36.30","--","811"
"2011","25 to 29","Arizona","87","441,123","19.72","--","3,316"
"2011","25 to 29","Arkansas","33","191,790","17.21","--","1,248"
"2011","25 to 29","California","282","2,773,689","10.17","--","10,738"
"2011","25 to 29","Colorado","91","380,800","23.90","--","3,458"
"2011","25 to 29","Connecticut","28","217,724","12.86","--","1,071"
"2011","25 to 29","Delaware","--","58,430","--","--","--"
"2011","25 to 29","District of Columbia","--","74,739","--","--","--"
"2011","25 to 29","Florida","185","1,205,913","15.34","--","6,992"
"2011","25 to 29","Georgia","98","673,813","14.54","--","3,717"
"2011","25 to 29","Hawaii","19**","99,742","19.05**","--","716"
"2011","25 to 29","Idaho","17**","106,078","16.03**","--","643"
"2011","25 to 29","Illinois","102","906,505","11.25","--","3,886"
"2011","25 to 29","Indiana","72","416,818","17.27","--","2,738"
"2011","25 to 29","Iowa","27","196,882","13.71","--","1,011"
"2011","25 to 29","Kansas","29","196,784","14.74","--","1,097"
"2011","25 to 29","Kentucky","56","282,006","19.86","--","2,126"
"2011","25 to 29","Louisiana","52","336,177","15.47","--","1,968"
"2011","25 to 29","Maine","13**","73,715","17.64**","--","500"
"2011","25 to 29","Maryland","47","401,778","11.70","--","1,791"
"2011","25 to 29","Massachusetts","42","457,435","9.18","--","1,593"
"2011","25 to 29","Michigan","95","586,889","16.19","--","3,624"
"2011","25 to 29","Minnesota","55","371,194","14.82","--","2,103"
"2011","25 to 29","Mississippi","29","196,850","14.73","--","1,089"
"2011","25 to 29","Missouri","63","403,652","15.61","--","2,389"
"2011","25 to 29","Montana","21","63,955","32.84","--","809"
"2011","25 to 29","Nebraska","--","128,525","--","--","--"
"2011","25 to 29","Nevada","30","194,929","15.39","--","1,159"
"2011","25 to 29","New Hampshire","11**","74,482","14.77**","--","422"
"2011","25 to 29","New Jersey","49","556,548","8.80","--","1,843"
"2011","25 to 29","New Mexico","41","141,615","28.95","--","1,544"
"2011","25 to 29","New York","146","1,409,252","10.36","--","5,543"
"2011","25 to 29","North Carolina","95","631,522","15.04","--","3,615"
"2011","25 to 29","North Dakota","--","51,230","--","--","--"
"2011","25 to 29","Ohio","112","718,461","15.59","--","4,224"
"2011","25 to 29","Oklahoma","53","266,482","19.89","--","1,987"
"2011","25 to 29","Oregon","55","265,510","20.72","--","2,092"
"2011","25 to 29","Pennsylvania","134","799,793","16.75","--","5,094"
"2011","25 to 29","Rhode Island","--","66,934","--","--","--"
"2011","25 to 29","South Carolina","47","303,712","15.48","--","1,800"
"2011","25 to 29","South Dakota","--","55,912","--","--","--"
"2011","25 to 29","Tennessee","79","417,986","18.90","--","3,013"
"2011","25 to 29","Texas","245","1,881,601","13.02","--","9,331"
"2011","25 to 29","Utah","51","222,832","22.89","--","1,923"
