"Age","Year","Sex","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"18","2005","Males","174","2,174,401","8.00","--","8,178"
"18","2005","Females","14**","2,050,709","0.68**","--","658"
"18","2004","Males","190","2,172,294","8.75","--","8,930"
"18","2004","Females","21","2,041,747","1.03","--","987"
"18","2003","Males","174","2,169,561","8.02","--","8,178"
"18","2003","Females","17**","2,032,251","0.84**","--","799"
"18","2002","Males","168","2,112,879","7.95","--","7,896"
"18","2002","Females","12**","1,971,434","0.61**","--","564"
"18","2001","Males","194","2,124,840","9.13","--","9,118"
"18","2001","Females","11**","1,977,983","0.56**","--","517"
"19","2021","Males","312","2,181,847","14.30","--","14,352"
"19","2021","Females","31","2,090,276","1.48","--","1,426"
"19","2020","Males","285","2,218,016","12.85","--","13,110"
"19","2020","Females","38","2,125,102","1.79","--","1,748"
"19","2019","Males","253","2,216,058","11.42","--","11,638"
"19","2019","Females","25","2,116,882","1.18","--","1,150"
"19","2018","Males","268","2,176,447","12.31","--","12,328"
"19","2018","Females","26","2,079,986","1.25","--","1,196"
"19","2017","Males","285","2,172,001","13.12","--","13,110"
"19","2017","Females","24","2,075,093","1.16","--","1,104"
"19","2016","Males","213","2,168,227","9.82","--","9,798"
"19","2016","Females","22","2,073,693","1.06","--","1,012"
"19","2015","Males","218","2,180,044","10.00","--","10,028"
"19","2015","Females","35","2,074,268","1.69","--","1,610"
"19","2014","Males","176","2,218,922","7.93","--","8,096"
"19","2014","Females","23","2,104,157","1.09","--","1,058"
"19","2013","Males","183","2,253,482","8.12","--","8,418"
"19","2013","Females","26","2,132,949","1.22","--","1,196"
"19","2012","Males","205","2,280,488","8.99","--","9,430"
"19","2012","Females","20**","2,148,765","0.93**","--","920"
"19","2011","Males","201","2,320,747","8.66","--","9,246"
"19","2011","Females","16**","2,198,867","0.73**","--","736"
"19","2010","Males","176","2,342,296","7.51","--","8,096"
"19","2010","Females","17**","2,243,405","0.76**","--","782"
"19","2009","Males","188","2,359,536","7.97","--","8,648"
"19","2009","Females","23","2,252,054","1.02","--","1,058"
"19","2008","Males","206","2,267,354","9.09","--","9,476"
"19","2008","Females","13**","2,158,198","0.60**","--","598"
"19","2007","Males","179","2,223,707","8.05","--","8,234"
"19","2007","Females","11**","2,111,692","0.52**","--","506"
"19","2006","Males","217","2,190,990","9.90","--","9,982"
"19","2006","Females","11**","2,074,675","0.53**","--","506"
"19","2005","Males","199","2,190,954","9.08","--","9,154"
"19","2005","Females","23","2,065,513","1.11","--","1,058"
"19","2004","Males","225","2,187,987","10.28","--","10,350"
"19","2004","Females","26","2,054,583","1.27","--","1,196"
"19","2003","Males","225","2,129,400","10.57","--","10,350"
"19","2003","Females","17**","1,993,835","0.85**","--","782"
"19","2002","Males","215","2,149,995","10.00","--","9,890"
"19","2002","Females","10**","2,002,614","0.50**","--","460"
"19","2001","Males","243","2,129,245","11.41","--","11,178"
"19","2001","Females","29","2,003,269","1.45","--","1,334"
"20","2021","Males","336","2,219,066","15.14","--","15,120"
"20","2021","Females","46","2,127,613","2.16","--","2,070"
"20","2020","Males","264","2,218,998","11.90","--","11,880"
"20","2020","Females","30","2,126,187","1.41","--","1,350"
"20","2019","Males","233","2,183,708","10.67","--","10,485"
"20","2019","Females","20**","2,088,028","0.96**","--","900"
"20","2018","Males","245","2,179,864","11.24","--","11,025"
"20","2018","Females","25","2,084,311","1.20","--","1,125"
"20","2017","Males","285","2,179,001","13.08","--","12,825"
"20","2017","Females","27","2,085,634","1.30","--","1,215"
"20","2016","Males","234","2,194,038","10.67","--","10,530"
"20","2016","Females","37","2,087,602","1.77","--","1,665"
"20","2015","Males","248","2,234,701","11.10","--","11,160"
"20","2015","Females","31","2,117,728","1.46","--","1,395"
"20","2014","Males","188","2,267,857","8.29","--","8,460"
"20","2014","Females","28","2,146,046","1.31","--","1,260"
"20","2013","Males","210","2,294,324","9.15","--","9,450"
"20","2013","Females","22","2,161,049","1.02","--","990"
"20","2012","Males","215","2,336,784","9.20","--","9,675"
"20","2012","Females","24","2,211,880","1.09","--","1,080"
"20","2011","Males","227","2,349,199","9.66","--","10,215"
"20","2011","Females","21","2,250,104","0.93","--","945"
"20","2010","Males","169","2,308,579","7.32","--","7,605"
"20","2010","Females","18**","2,210,977","0.81**","--","810"
"20","2009","Males","185","2,242,042","8.25","--","8,325"
"20","2009","Females","20**","2,141,586","0.93**","--","900"
"20","2008","Males","192","2,203,033","8.72","--","8,640"
"20","2008","Females","25","2,099,967","1.19","--","1,125"
"20","2007","Males","198","2,175,199","9.10","--","8,910"
"20","2007","Females","12**","2,067,226","0.58**","--","540"
"20","2006","Males","201","2,184,961","9.20","--","9,045"
"20","2006","Females","19**","2,063,148","0.92**","--","855"
"20","2005","Males","201","2,185,671","9.20","--","9,045"
"20","2005","Females","18**","2,055,531","0.88**","--","810"
"20","2004","Males","205","2,132,867","9.61","--","9,225"
"20","2004","Females","19**","1,998,921","0.95**","--","855"
"20","2003","Males","233","2,146,217","10.86","--","10,485"
"20","2003","Females","18**","2,010,654","0.90**","--","810"
"20","2002","Males","212","2,140,285","9.91","--","9,540"
"20","2002","Females","17**","2,018,613","0.84**","--","765"
"20","2001","Males","223","2,122,314","10.51","--","10,035"
"20","2001","Females","18**","2,034,411","0.89**","--","810"
"21","2021","Males","496","2,218,825","22.35","--","21,824"
"21","2021","Females","49","2,128,553","2.30","--","2,156"
"21","2020","Males","412","2,181,892","18.88","--","18,128"
"21","2020","Females","39","2,093,733","1.86","--","1,716"
"21","2019","Males","392","2,187,024","17.92","--","17,248"
"21","2019","Females","30","2,092,615","1.43","--","1,320"
"21","2018","Males","347","2,186,964","15.87","--","15,268"
"21","2018","Females","48","2,095,239","2.29","--","2,112"
"21","2017","Males","351","2,205,043","15.92","--","15,444"
"21","2017","Females","40","2,099,827","1.91","--","1,760"
"21","2016","Males","320","2,249,066","14.23","--","14,080"
"21","2016","Females","40","2,131,541","1.88","--","1,760"
"21","2015","Males","265","2,283,851","11.60","--","11,660"
"21","2015","Females","39","2,160,465","1.81","--","1,716"
"21","2014","Males","256","2,308,700","11.09","--","11,264"
"21","2014","Females","35","2,175,140","1.61","--","1,540"
"21","2013","Males","241","2,351,202","10.25","--","10,604"
"21","2013","Females","35","2,225,195","1.57","--","1,540"
"21","2012","Males","274","2,367,475","11.57","--","12,056"
"21","2012","Females","25","2,263,967","1.10","--","1,100"
"21","2011","Males","255","2,344,762","10.88","--","11,220"
"21","2011","Females","36","2,250,260","1.60","--","1,584"
"21","2010","Males","246","2,223,396","11.06","--","10,824"
"21","2010","Females","36","2,131,207","1.69","--","1,584"
"21","2009","Males","240","2,201,022","10.90","--","10,560"
"21","2009","Females","22","2,106,392","1.04","--","968"
"21","2008","Males","243","2,176,566","11.16","--","10,692"
"21","2008","Females","21","2,075,421","1.01","--","924"
"21","2007","Males","230","2,184,763","10.53","--","10,120"
"21","2007","Females","27","2,072,629","1.30","--","1,188"
"21","2006","Males","257","2,191,414","11.73","--","11,308"
"21","2006","Females","27","2,067,402","1.31","--","1,188"
"21","2005","Males","246","2,139,507","11.50","--","10,824"
"21","2005","Females","27","2,011,190","1.34","--","1,188"
"21","2004","Males","254","2,156,031","11.78","--","11,176"
"21","2004","Females","21","2,024,179","1.04","--","924"
"21","2003","Males","263","2,135,811","12.31","--","11,572"
"21","2003","Females","20**","2,031,754","0.98**","--","880"
"21","2002","Males","266","2,130,736","12.48","--","11,704"
"21","2002","Females","26","2,051,946","1.27","--","1,144"
"21","2001","Males","277","2,107,875","13.14","--","12,188"
"21","2001","Females","22","2,025,449","1.09","--","968"
"22","2021","Males","484","2,182,026","22.18","--","20,812"
"22","2021","Females","44","2,096,897","2.10","--","1,892"
"22","2020","Males","405","2,175,420","18.62","--","17,415"
"22","2020","Females","52","2,091,530","2.49","--","2,236"
"22","2019","Males","348","2,195,313","15.85","--","14,964"
"22","2019","Females","45","2,105,115","2.14","--","1,935"
"22","2018","Males","356","2,213,702","16.08","--","15,308"
"22","2018","Females","42","2,111,012","1.99","--","1,806"
"22","2017","Males","325","2,261,816","14.37","--","13,975"
"22","2017","Females","47","2,145,599","2.19","--","2,021"
"22","2016","Males","309","2,300,329","13.43","--","13,287"
"22","2016","Females","44","2,176,173","2.02","--","1,892"
"22","2015","Males","286","2,326,309","12.29","--","12,298"
"22","2015","Females","37","2,191,566","1.69","--","1,591"
"22","2014","Males","313","2,366,907","13.22","--","13,459"
"22","2014","Females","44","2,241,141","1.96","--","1,892"
"22","2013","Males","285","2,383,517","11.96","--","12,255"
"22","2013","Females","37","2,278,993","1.62","--","1,591"
"22","2012","Males","304","2,361,933","12.87","--","13,072"
"22","2012","Females","31","2,265,138","1.37","--","1,333"
"22","2011","Males","269","2,252,558","11.94","--","11,567"
"22","2011","Females","27","2,161,483","1.25","--","1,161"
"22","2010","Males","266","2,178,023","12.21","--","11,438"
"22","2010","Females","36","2,086,923","1.73","--","1,548"
"22","2009","Males","232","2,156,791","10.76","--","9,976"
"22","2009","Females","29","2,060,876","1.41","--","1,247"
"22","2008","Males","237","2,170,306","10.92","--","10,191"
"22","2008","Females","21","2,062,523","1.02","--","903"
"22","2007","Males","269","2,175,404","12.37","--","11,567"
"22","2007","Females","19**","2,060,677","0.92**","--","817"
"22","2006","Males","238","2,132,070","11.16","--","10,234"
"22","2006","Females","27","2,009,510","1.34","--","1,161"
"22","2005","Males","212","2,151,187","9.86","--","9,116"
"22","2005","Females","25","2,024,926","1.24","--","1,075"
"22","2004","Males","248","2,137,458","11.60","--","10,664"
"22","2004","Females","22","2,035,637","1.08","--","946"
"22","2003","Males","250","2,117,942","11.80","--","10,750"
"22","2003","Females","24","2,057,361","1.17","--","1,032"
"22","2002","Males","262","2,108,868","12.42","--","11,266"
"22","2002","Females","27","2,036,879","1.33","--","1,161"
"22","2001","Males","259","2,002,583","12.93","--","11,137"
"22","2001","Females","18**","1,916,729","0.94**","--","774"
"23","2021","Males","418","2,176,169","19.21","--","17,556"
"23","2021","Females","50","2,094,961","2.39","--","2,100"
"23","2020","Males","400","2,176,213","18.38","--","16,800"
"23","2020","Females","59","2,099,003","2.81","--","2,478"
"23","2019","Males","365","2,222,324","16.42","--","15,330"
"23","2019","Females","40","2,122,103","1.89","--","1,680"
"23","2018","Males","369","2,270,661","16.25","--","15,498"
"23","2018","Females","49","2,157,955","2.27","--","2,058"
"23","2017","Males","361","2,312,982","15.61","--","15,162"
"23","2017","Females","39","2,191,714","1.78","--","1,638"
"23","2016","Males","349","2,343,318","14.89","--","14,658"
"23","2016","Females","43","2,208,757","1.95","--","1,806"
"23","2015","Males","285","2,384,845","11.95","--","11,970"
"23","2015","Females","32","2,258,864","1.42","--","1,344"
"23","2014","Males","277","2,399,934","11.54","--","11,634"
"23","2014","Females","32","2,296,157","1.39","--","1,344"
"23","2013","Males","301","2,376,875","12.66","--","12,642"
"23","2013","Females","45","2,280,973","1.97","--","1,890"
"23","2012","Males","270","2,268,352","11.90","--","11,340"
"23","2012","Females","26","2,177,040","1.19","--","1,092"
"23","2011","Males","262","2,198,799","11.92","--","11,004"
"23","2011","Females","30","2,114,519","1.42","--","1,260"
"23","2010","Males","291","2,141,015","13.59","--","12,222"
"23","2010","Females","16**","2,057,844","0.78**","--","672"
"23","2009","Males","260","2,161,622","12.03","--","10,920"
"23","2009","Females","23","2,068,493","1.11","--","966"
"23","2008","Males","256","2,169,073","11.80","--","10,752"
"23","2008","Females","31","2,068,425","1.50","--","1,302"
"23","2007","Males","226","2,125,365","10.63","--","9,492"
"23","2007","Females","29","2,018,637","1.44","--","1,218"
"23","2006","Males","235","2,150,400","10.93","--","9,870"
"23","2006","Females","25","2,036,073","1.23","--","1,050"
"23","2005","Males","243","2,136,805","11.37","--","10,206"
"23","2005","Females","22","2,046,875","1.08","--","924"
"23","2004","Males","258","2,123,460","12.15","--","10,836"
"23","2004","Females","23","2,069,246","1.11","--","966"
"23","2003","Males","245","2,099,648","11.67","--","10,290"
"23","2003","Females","33","2,048,153","1.61","--","1,386"
"23","2002","Males","232","2,004,951","11.57","--","9,744"
"23","2002","Females","24","1,931,989","1.24","--","1,008"
"23","2001","Males","205","1,938,500","10.58","--","8,610"
"23","2001","Females","21","1,860,070","1.13","--","882"
"24","2021","Males","437","2,177,152","20.07","--","17,917"
"24","2021","Females","45","2,102,735","2.14","--","1,845"
"24","2020","Males","399","2,193,095","18.19","--","16,359"
"24","2020","Females","44","2,111,989","2.08","--","1,804"
"24","2019","Males","304","2,278,481","13.34","--","12,464"
"24","2019","Females","28","2,169,263","1.29","--","1,148"
"24","2018","Males","364","2,321,042","15.68","--","14,924"
"24","2018","Females","56","2,204,360","2.54","--","2,296"
"24","2017","Males","328","2,355,271","13.93","--","13,448"
"24","2017","Females","46","2,224,724","2.07","--","1,886"
"24","2016","Males","324","2,400,019","13.50","--","13,284"
"24","2016","Females","41","2,276,810","1.80","--","1,681"
"24","2015","Males","324","2,416,767","13.41","--","13,284"
"24","2015","Females","37","2,314,402","1.60","--","1,517"
"24","2014","Males","306","2,391,478","12.80","--","12,546"
"24","2014","Females","43","2,298,632","1.87","--","1,763"
"24","2013","Males","251","2,281,782","11.00","--","10,291"
"24","2013","Females","44","2,192,935","2.01","--","1,804"
"24","2012","Males","254","2,213,152","11.48","--","10,414"
"24","2012","Females","39","2,130,678","1.83","--","1,599"
"24","2011","Males","249","2,160,948","11.52","--","10,209"
"24","2011","Females","34","2,082,237","1.63","--","1,394"
"24","2010","Males","271","2,164,238","12.52","--","11,111"
"24","2010","Females","29","2,085,371","1.39","--","1,189"
"24","2009","Males","225","2,163,232","10.40","--","9,225"
"24","2009","Females","30","2,082,066","1.44","--","1,230"
"24","2008","Males","253","2,122,185","11.92","--","10,373"
"24","2008","Females","32","2,033,322","1.57","--","1,312"
"24","2007","Males","232","2,147,201","10.81","--","9,512"
"24","2007","Females","28","2,051,085","1.37","--","1,148"
"24","2006","Males","226","2,138,608","10.57","--","9,266"
"24","2006","Females","22","2,062,727","1.07","--","902"
"24","2005","Males","211","2,124,040","9.93","--","8,651"
"24","2005","Females","19**","2,084,329","0.91**","--","779"
"24","2004","Males","236","2,105,175","11.21","--","9,676"
"24","2004","Females","31","2,062,696","1.50","--","1,271"
"24","2003","Males","229","1,998,373","11.46","--","9,389"
"24","2003","Females","24","1,945,817","1.23","--","984"
"24","2002","Males","257","1,942,702","13.23","--","10,537"
"24","2002","Females","23","1,876,828","1.23","--","943"
"24","2001","Males","228","1,909,072","11.94","--","9,348"
"24","2001","Females","21","1,840,308","1.14","--","861"
"25","2021","Males","381","2,193,434","17.37","--","15,240"
"25","2021","Females","58","2,115,712","2.74","--","2,320"
"25","2020","Males","388","2,231,768","17.39","--","15,520"
"25","2020","Females","74","2,152,229","3.44","--","2,960"
"25","2019","Males","327","2,327,711","14.05","--","13,080"
"25","2019","Females","55","2,215,327","2.48","--","2,200"
"25","2018","Males","306","2,362,481","12.95","--","12,240"
"25","2018","Females","52","2,237,123","2.32","--","2,080"
"25","2017","Males","359","2,411,294","14.89","--","14,360"
"25","2017","Females","61","2,292,756","2.66","--","2,440"
"25","2016","Males","328","2,431,860","13.49","--","13,120"
"25","2016","Females","46","2,332,790","1.97","--","1,840"
"25","2015","Males","302","2,407,150","12.55","--","12,080"
"25","2015","Females","43","2,317,013","1.86","--","1,720"
"25","2014","Males","258","2,295,010","11.24","--","10,320"
"25","2014","Females","38","2,210,146","1.72","--","1,520"
"25","2013","Males","253","2,225,237","11.37","--","10,120"
"25","2013","Females","34","2,146,552","1.58","--","1,360"
"25","2012","Males","264","2,174,718","12.14","--","10,560"
"25","2012","Females","36","2,098,458","1.72","--","1,440"
"25","2011","Males","270","2,170,093","12.44","--","10,800"
"25","2011","Females","33","2,098,722","1.57","--","1,320"
"25","2010","Males","258","2,161,475","11.94","--","10,320"
"25","2010","Females","44","2,101,108","2.09","--","1,760"
"25","2009","Males","242","2,136,055","11.33","--","9,680"
"25","2009","Females","27","2,068,547","1.31","--","1,080"
"25","2008","Males","258","2,161,292","11.94","--","10,320"
"25","2008","Females","25","2,084,951","1.20","--","1,000"
"25","2007","Males","228","2,150,617","10.60","--","9,120"
"25","2007","Females","23","2,094,997","1.10","--","920"
"25","2006","Males","220","2,139,015","10.29","--","8,800"
"25","2006","Females","41","2,115,639","1.94","--","1,640"
"25","2005","Males","232","2,115,544","10.97","--","9,280"
"25","2005","Females","26","2,090,565","1.24","--","1,040"
"25","2004","Males","216","2,010,960","10.74","--","8,640"
"25","2004","Females","22","1,970,544","1.12","--","880"
"25","2003","Males","198","1,943,863","10.19","--","7,920"
"25","2003","Females","17**","1,898,595","0.90**","--","680"
"25","2002","Males","210","1,916,745","10.96","--","8,400"
"25","2002","Females","33","1,862,417","1.77","--","1,320"
"25","2001","Males","222","1,859,565","11.94","--","8,880"
"25","2001","Females","28","1,800,140","1.56","--","1,120"
"26","2021","Males","392","2,231,579","17.57","--","15,288"
"26","2021","Females","54","2,155,774","2.51","--","2,106"
"26","2020","Males","359","2,279,272","15.75","--","14,001"
"26","2020","Females","49","2,199,080","2.23","--","1,911"
"26","2019","Males","313","2,368,663","13.21","--","12,207"
"26","2019","Females","39","2,247,711","1.74","--","1,521"
"26","2018","Males","351","2,418,783","14.51","--","13,689"
"26","2018","Females","47","2,305,014","2.04","--","1,833"
"26","2017","Males","341","2,443,229","13.96","--","13,299"
"26","2017","Females","36","2,348,774","1.53","--","1,404"
"26","2016","Males","305","2,421,330","12.60","--","11,895"
"26","2016","Females","51","2,334,906","2.18","--","1,989"
"26","2015","Males","277","2,310,078","11.99","--","10,803"
"26","2015","Females","38","2,228,249","1.71","--","1,482"
"26","2014","Males","290","2,238,115","12.96","--","11,310"
"26","2014","Females","40","2,162,978","1.85","--","1,560"
"26","2013","Males","273","2,186,059","12.49","--","10,647"
"26","2013","Females","23","2,113,849","1.09","--","897"
"26","2012","Males","275","2,183,095","12.60","--","10,725"
"26","2012","Females","35","2,114,016","1.66","--","1,365"
"26","2011","Males","269","2,184,882","12.31","--","10,491"
"26","2011","Females","32","2,127,692","1.50","--","1,248"
"26","2010","Males","261","2,097,305","12.45","--","10,179"
"26","2010","Females","22","2,055,293","1.07","--","858"
"26","2009","Males","202","2,123,441","9.51","--","7,878"
"26","2009","Females","34","2,074,481","1.64","--","1,326"
"26","2008","Males","195","2,118,754","9.20","--","7,605"
"26","2008","Females","35","2,087,869","1.68","--","1,365"
"26","2007","Males","223","2,111,212","10.56","--","8,697"
"26","2007","Females","25","2,111,642","1.18","--","975"
"26","2006","Males","202","2,095,519","9.64","--","7,878"
"26","2006","Females","14**","2,090,822","0.67**","--","546"
"26","2005","Males","213","1,993,070","10.69","--","8,307"
"26","2005","Females","29","1,973,642","1.47","--","1,131"
"26","2004","Males","205","1,933,953","10.60","--","7,995"
"26","2004","Females","27","1,904,271","1.42","--","1,053"
"26","2003","Males","199","1,901,526","10.47","--","7,761"
"26","2003","Females","33","1,870,187","1.77","--","1,287"
"26","2002","Males","195","1,856,795","10.50","--","7,605"
"26","2002","Females","20**","1,813,119","1.10**","--","780"
"26","2001","Males","225","1,909,994","11.78","--","8,775"
"26","2001","Females","21","1,858,164","1.13","--","819"
"27","2021","Males","377","2,278,881","16.54","--","14,326"
"27","2021","Females","57","2,202,305","2.59","--","2,166"
"27","2020","Males","333","2,315,220","14.38","--","12,654"
"27","2020","Females","59","2,237,557","2.64","--","2,242"
"27","2019","Males","307","2,424,801","12.66","--","11,666"
"27","2019","Females","39","2,315,367","1.68","--","1,482"
"27","2018","Males","336","2,450,479","13.71","--","12,768"
"27","2018","Females","61","2,361,080","2.58","--","2,318"
"27","2017","Males","353","2,432,499","14.51","--","13,414"
"27","2017","Females","43","2,350,989","1.83","--","1,634"
"27","2016","Males","318","2,323,883","13.68","--","12,084"
"27","2016","Females","44","2,245,845","1.96","--","1,672"
"27","2015","Males","284","2,252,787","12.61","--","10,792"
"27","2015","Females","42","2,180,537","1.93","--","1,596"
"27","2014","Males","253","2,198,625","11.51","--","9,614"
"27","2014","Females","41","2,129,802","1.93","--","1,558"
"27","2013","Males","247","2,194,060","11.26","--","9,386"
"27","2013","Females","46","2,128,437","2.16","--","1,748"
"27","2012","Males","268","2,196,491","12.20","--","10,184"
"27","2012","Females","38","2,142,257","1.77","--","1,444"
"27","2011","Males","240","2,109,466","11.38","--","9,120"
"27","2011","Females","41","2,072,694","1.98","--","1,558"
"27","2010","Males","219","2,140,841","10.23","--","8,322"
"27","2010","Females","31","2,108,291","1.47","--","1,178"
"27","2009","Males","202","2,131,764","9.48","--","7,676"
"27","2009","Females","40","2,118,250","1.89","--","1,520"
"27","2008","Males","213","2,124,168","10.03","--","8,094"
"27","2008","Females","32","2,141,008","1.50","--","1,216"
"27","2007","Males","191","2,106,013","9.07","--","7,258"
"27","2007","Females","26","2,118,416","1.23","--","988"
"27","2006","Males","197","2,004,825","9.83","--","7,486"
"27","2006","Females","27","1,999,670","1.35","--","1,026"
"27","2005","Males","205","1,942,424","10.55","--","7,790"
"27","2005","Females","22","1,927,613","1.14","--","836"
"27","2004","Males","179","1,910,770","9.37","--","6,802"
"27","2004","Females","22","1,890,889","1.16","--","836"
"27","2003","Males","210","1,856,888","11.31","--","7,980"
"27","2003","Females","20**","1,831,736","1.09**","--","760"
"27","2002","Males","210","1,914,754","10.97","--","7,980"
"27","2002","Females","27","1,876,953","1.44","--","1,026"
"27","2001","Males","213","1,853,797","11.49","--","8,094"
"27","2001","Females","27","1,814,887","1.49","--","1,026"
"28","2021","Males","390","2,314,500","16.85","--","14,430"
"28","2021","Females","56","2,240,275","2.50","--","2,072"
"28","2020","Males","318","2,361,974","13.46","--","11,766"
"28","2020","Females","51","2,297,234","2.22","--","1,887"
"28","2019","Males","354","2,455,744","14.42","--","13,098"
"28","2019","Females","49","2,370,323","2.07","--","1,813"
"28","2018","Males","291","2,439,011","11.93","--","10,767"
"28","2018","Females","41","2,362,146","1.74","--","1,517"
"28","2017","Males","284","2,334,284","12.17","--","10,508"
"28","2017","Females","45","2,260,795","1.99","--","1,665"
"28","2016","Males","282","2,265,801","12.45","--","10,434"
"28","2016","Females","40","2,197,075","1.82","--","1,480"
"28","2015","Males","245","2,212,889","11.07","--","9,065"
"28","2015","Females","38","2,145,943","1.77","--","1,406"
"28","2014","Males","242","2,205,608","10.97","--","8,954"
"28","2014","Females","34","2,142,992","1.59","--","1,258"
"28","2013","Males","258","2,205,943","11.70","--","9,546"
"28","2013","Females","44","2,155,262","2.04","--","1,628"
"28","2012","Males","205","2,119,930","9.67","--","7,585"
"28","2012","Females","44","2,085,976","2.11","--","1,628"
"28","2011","Males","258","2,141,638","12.05","--","9,546"
"28","2011","Females","39","2,115,081","1.84","--","1,443"
"28","2010","Males","236","2,118,796","11.14","--","8,732"
"28","2010","Females","28","2,096,706","1.34","--","1,036"
"28","2009","Males","231","2,126,324","10.86","--","8,547"
"28","2009","Females","35","2,124,289","1.65","--","1,295"
"28","2008","Males","216","2,109,318","10.24","--","7,992"
"28","2008","Females","30","2,106,343","1.42","--","1,110"
"28","2007","Males","185","2,007,287","9.22","--","6,845"
"28","2007","Females","28","1,992,502","1.41","--","1,036"
"28","2006","Males","183","1,948,157","9.39","--","6,771"
"28","2006","Females","25","1,926,006","1.30","--","925"
"28","2005","Males","166","1,913,937","8.67","--","6,142"
"28","2005","Females","25","1,891,576","1.32","--","925"
"28","2004","Males","197","1,862,470","10.58","--","7,289"
"28","2004","Females","23","1,835,021","1.25","--","851"
"28","2003","Males","191","1,912,387","9.99","--","7,067"
"28","2003","Females","31","1,882,453","1.65","--","1,147"
"28","2002","Males","231","1,857,158","12.44","--","8,547"
"28","2002","Females","44","1,824,832","2.41","--","1,628"
"28","2001","Males","251","1,898,583","13.22","--","9,287"
"28","2001","Females","29","1,867,552","1.55","--","1,073"
"29","2021","Males","368","2,360,664","15.59","--","13,248"
"29","2021","Females","68","2,299,353","2.96","--","2,448"
"29","2020","Males","354","2,392,526","14.80","--","12,744"
"29","2020","Females","58","2,338,341","2.48","--","2,088"
"29","2019","Males","302","2,443,819","12.36","--","10,872"
"29","2019","Females","41","2,369,986","1.73","--","1,476"
"29","2018","Males","286","2,340,643","12.22","--","10,296"
"29","2018","Females","65","2,270,458","2.86","--","2,340"
"29","2017","Males","302","2,275,781","13.27","--","10,872"
"29","2017","Females","47","2,210,394","2.13","--","1,692"
"29","2016","Males","265","2,225,469","11.91","--","9,540"
"29","2016","Females","51","2,160,713","2.36","--","1,836"
"29","2015","Males","262","2,219,103","11.81","--","9,432"
"29","2015","Females","40","2,157,607","1.85","--","1,440"
"29","2014","Males","213","2,216,661","9.61","--","7,668"
"29","2014","Females","40","2,168,586","1.85","--","1,440"
"29","2013","Males","269","2,129,048","12.64","--","9,684"
"29","2013","Females","46","2,097,906","2.19","--","1,656"
"29","2012","Males","242","2,151,508","11.25","--","8,712"
"29","2012","Females","36","2,126,830","1.69","--","1,296"
"29","2011","Males","224","2,140,809","10.46","--","8,064"
"29","2011","Females","44","2,124,137","2.07","--","1,584"
"29","2010","Males","254","2,118,098","11.99","--","9,144"
"29","2010","Females","36","2,105,194","1.71","--","1,296"
"29","2009","Males","206","2,093,773","9.84","--","7,416"
"29","2009","Females","38","2,081,304","1.83","--","1,368"
"29","2008","Males","203","1,995,711","10.17","--","7,308"
"29","2008","Females","29","1,973,374","1.47","--","1,044"
"29","2007","Males","203","1,938,382","10.47","--","7,308"
"29","2007","Females","19**","1,911,698","0.99**","--","684"
"29","2006","Males","176","1,908,098","9.22","--","6,336"
"29","2006","Females","36","1,882,275","1.91","--","1,296"
"29","2005","Males","182","1,857,192","9.80","--","6,552"
"29","2005","Females","25","1,829,114","1.37","--","900"
"29","2004","Males","190","1,909,803","9.95","--","6,840"
"29","2004","Females","34","1,878,343","1.81","--","1,224"
"29","2003","Males","192","1,849,796","10.38","--","6,912"
"29","2003","Females","23","1,824,099","1.26","--","828"
"29","2002","Males","222","1,897,304","11.70","--","7,992"
"29","2002","Females","25","1,871,234","1.34","--","900"
"29","2001","Males","211","1,994,292","10.58","--","7,596"
"29","2001","Females","36","1,962,353","1.84","--","1,296"
"30","2021","Males","390","2,390,865","16.31","--","13,650"
"30","2021","Females","52","2,339,946","2.22","--","1,820"
"30","2020","Males","335","2,398,003","13.97","--","11,725"
"30","2020","Females","60","2,348,675","2.56","--","2,100"
"30","2019","Males","316","2,344,379","13.48","--","11,060"
"30","2019","Females","52","2,277,055","2.28","--","1,820"
"30","2018","Males","292","2,281,362","12.80","--","10,220"
"30","2018","Females","50","2,219,046","2.25","--","1,750"
"30","2017","Males","253","2,234,838","11.32","--","8,855"
"30","2017","Females","40","2,172,754","1.84","--","1,400"
"30","2016","Males","275","2,230,908","12.33","--","9,625"
"30","2016","Females","43","2,171,056","1.98","--","1,505"
"30","2015","Males","274","2,228,921","12.29","--","9,590"
"30","2015","Females","54","2,182,225","2.48","--","1,890"
"30","2014","Males","233","2,139,051","10.89","--","8,155"
"30","2014","Females","46","2,110,450","2.18","--","1,610"
"30","2013","Males","242","2,159,861","11.20","--","8,470"
"30","2013","Females","34","2,137,784","1.59","--","1,190"
"30","2012","Males","229","2,149,318","10.66","--","8,015"
"30","2012","Females","49","2,134,442","2.30","--","1,715"
"30","2011","Males","224","2,117,363","10.58","--","7,840"
"30","2011","Females","36","2,108,174","1.71","--","1,260"
"30","2010","Males","210","2,160,945","9.72","--","7,350"
"30","2010","Females","24","2,124,932","1.13","--","840"
"30","2009","Males","196","2,071,064","9.46","--","6,860"
"30","2009","Females","43","2,033,069","2.12","--","1,505"
"30","2008","Males","193","2,005,308","9.62","--","6,755"
"30","2008","Females","21","1,964,882","1.07","--","735"
